SMI,canonical_smi,lambda_max_exp_nm,HeavyAtomCount,LargestConjugatedSystemSize,TPSA,NumHDonors,NumRotatableBonds,FractionCSP3,MolLogP_clipped,NumDonorGroups,NumAcceptorGroups,HasPushPull
O[C@@H]1CCN2[C@@H](C1)C(C)(C)c1c2ccc2c1cccc2,CC1(C)c2c(ccc3ccccc23)N2CC[C@@H](O)C[C@H]21,307.0,20,11,23.47,1,0,0.4444444444444444,3.460700000000002,2,0,0
Oc1c(Br)cc(cc1Br)C1(OS(=O)(=O)c2c1cccc2)c1cc(Br)c(c(c1)Br)O,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,591.0,29,7,83.83000000000001,2,2,0.05263157894736842,6.158600000000003,3,5,1
c1ccc(cc1)C=Cc1ncc(nc1)C=Cc1ccccc1,C(=Cc1cnc(C=Cc2ccccc2)cn1)c1ccccc1,434.0,22,22,25.78,0,4,0.0,4.817400000000004,0,0,0
COc1cccc(c1O)OC,COc1cccc(OC)c1O,468.0,11,9,38.69,1,2,0.25,1.4093999999999998,3,0,0
Nc1ccc2c(c1)nc1c(n2)c2c3c1cccc3c(cc2)[N+](=O)[O-],Nc1ccc2nc3c(nc2c1)-c1cccc2c([N+](=O)[O-])ccc-3c12,557.0,24,24,94.94,1,1,0.0,3.9208000000000016,1,0,0
C1(C)c2cc3nc([nH]c3cc2c2c1cc1nc([nH]c1c2)c1ccc(cc1)C)c1ccc(cc1)C,Cc1ccc(-c2nc3cc4c(cc3[nH]2)-c2cc3[nH]c(-c5ccc(C)cc5)nc3cc2C4C)cc1,376.0,34,30,57.36,2,2,0.13333333333333333,7.522240000000006,0,0,0
CCN1CCN(c2c1cc1cc(C(=O)N)c(=O)oc1c2)CC,CCN1CCN(CC)c2cc3oc(=O)c(C(N)=O)cc3cc21,462.0,22,16,79.78,1,3,0.375,1.5580999999999992,2,1,1
OCC(Cn1c(=CC=C2C=C(OC)C(=O)C(=C2)OC)sc2c1cccc2)O,COC1=CC(=CC=C2Sc3ccccc3N2CC(O)CO)C=C(OC)C1=O,566.0,27,19,79.23000000000002,2,6,0.25,2.3629999999999995,6,1,1
N#Cc1c(N)nc(c(c1c1ccccc1O)C#N)N,N#Cc1c(N)nc(N)c(C#N)c1-c1ccccc1O,374.0,19,19,132.73999999999998,3,1,0.0,1.3619599999999998,3,2,1
C1(C)c2cc(ccc2c2c1cc1nc3c(nc1c2)c1ccccc1c1c3cccc1)c1ccc2c3c1ccc1c3c(cc2)ccc1,CC1c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2cc3nc4c5ccccc5c5ccccc5c4nc3cc21,411.0,46,44,25.78,0,1,0.045454545454545456,11.785999999999982,0,0,0
COC(=O)C1CCc2c(O1)ccc(c2)Cl,COC(=O)C1CCc2cc(Cl)ccc2O1,230.0,15,7,35.53,0,1,0.36363636363636365,2.2066,2,2,1
c1ccc(cc1)n1c(nc2c1c1ccccc1c1c2cccc1)c1ccc2c3c1ccc1c3C(=CC2)CC=C1,C1=Cc2ccc3c(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccccc4)ccc4c3c2C(=CC4)C1,448.0,39,37,17.82,0,2,0.05405405405405406,9.508499999999996,0,0,0
CCOC(=O)C=c1sc2=NC3=C(C(n2c1=O)c1cccc(c1)[N+](=O)[O-])C3=Cc1cccc(c1)[N+](=O)[O-],CCOC(=O)C=c1sc2n(c1=O)C(c1cccc([N+](=O)[O-])c1)C1=C(N=2)C1=Cc1cccc([N+](=O)[O-])c1,275.61,36,24,146.94,0,6,0.125,2.643700000000001,2,1,1
N#Cc1ccc(cc1)C=CC(=O)c1nnn(c1C)c1ccnc2c1ccc(c2)Cl,Cc1c(C(=O)C=Cc2ccc(C#N)cc2)nnn1-c1ccnc2cc(Cl)ccc12,235.0,29,27,84.46,0,4,0.045454545454545456,4.545100000000002,0,3,0
COc1cc(ccc1O)C=C1N=C(N(C1=O)Cc1ccccc1)C,COc1cc(C=C2N=C(C)N(Cc3ccccc3)C2=O)ccc1O,379.0,24,15,62.129999999999995,1,4,0.15789473684210525,3.202500000000002,2,1,1
O=C1CN2C(N1)(C)C(c1c2cccc1)(C)C,CC1(C)c2ccccc2N2CC(=O)NC21C,240.0,16,7,32.34,1,0,0.46153846153846156,1.6302,1,1,1
c1ccc2c(c1)oc(c2)C=Cc1cc(C=Cc2cc3c(o2)cccc3)c(cc1C=Cc1cc2c(o1)cccc2)C=Cc1cc2c(o1)cccc2,C(=Cc1cc(C=Cc2cc3ccccc3o2)c(C=Cc2cc3ccccc3o2)cc1C=Cc1cc2ccccc2o1)c1cc2ccccc2o1,377.0,50,50,52.56,0,8,0.0,13.352999999999978,0,0,0
Nc1nc(N)nc(n1)N,Nc1nc(N)nc(N)n1,258.0,9,9,116.72999999999999,3,0,0.0,-1.3818000000000001,3,0,0
CC(=O)Nc1ccc2c(c1S(=O)(=O)O)cccc2S(=O)(=O)O,CC(=O)Nc1ccc2c(S(=O)(=O)O)cccc2c1S(=O)(=O)O,548.0,22,13,137.83999999999997,3,3,0.08333333333333333,1.2915999999999999,2,3,1
COc1ccc2c(c1)c(c1ccc(cc1)F)c([nH]2)c1ccc(cc1)S(=O)(=O)C,COc1ccc2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2c1,237.0,28,22,59.160000000000004,1,4,0.09090909090909091,5.053100000000004,1,2,1
ClCCc1cn2nc(c(c2nc1C)C#N)Cl,Cc1nc2c(C#N)c(Cl)nn2cc1CCCl,322.0,16,11,53.980000000000004,0,2,0.3,2.3441,0,2,0
O=C1C(=Cc2ccc(c3c2cccc3N(C)C)N(C)C)CCC1=Cc1ccc(c2c1cccc2N(C)C)N(C)C,CN(C)c1cccc2c(C=C3CCC(=Cc4ccc(N(C)C)c5c(N(C)C)cccc45)C3=O)ccc(N(C)C)c12,502.0,40,30,30.03,0,6,0.2857142857142857,7.086900000000009,4,1,1
Nc1nc(Br)c2c(c1c1ccccc1)cccc2,Nc1nc(Br)c2ccccc2c1-c1ccccc1,447.0,18,17,38.91,1,1,0.0,4.246500000000003,1,1,1
Cn1c(ncc1c1ccc(cc1)N(C)C)c1ccc(cc1)c1nc2c(s1)cccc2,CN(C)c1ccc(-c2cnc(-c3ccc(-c4nc5ccccc5s4)cc3)n2C)cc1,351.0,30,27,33.95,0,4,0.12,6.096800000000005,2,0,0
C=CCOc1nc(Nc2ccc3c(c2)nn(n3)c2cc(ccc2O)[N+](=O)[O-])nc(n1)N1C(C)(C)CC(CC1(C)C)OCC=C,C=CCOc1nc(Nc2ccc3nn(-c4cc([N+](=O)[O-])ccc4O)nc3c2)nc(N2C(C)(C)CC(OCC=C)CC2(C)C)n1,352.0,44,28,166.48000000000002,2,11,0.36666666666666664,5.256300000000005,5,0,0
O=C1C(=CC=C2C=C(OC(=C2)c2ccccc2)c2ccccc2)C(=O)c2c1cccc2,O=C1C(=CC=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)C(=O)c2ccccc21,528.0,31,31,43.370000000000005,0,3,0.0,6.030800000000005,1,2,1
Cc1ccn(n1)c1ccccn1,Cc1ccn(-c2ccccn2)n1,381.0,12,11,30.71,0,1,0.1111111111111111,1.5757199999999998,0,0,0
COC(=O)c1cc2[nH]c(nc2cc1C(=O)OC)c1ccccc1O,COC(=O)c1cc2nc(-c3ccccc3O)[nH]c2cc1C(=O)OC,462.0,24,22,101.51,2,3,0.11764705882352941,2.5087,3,2,1
CN(C(=Cc1ccccc1)c1ccnc(c1)c1nccc(c1)C(=Cc1ccccc1)N(C)C)C,CN(C)C(=Cc1ccccc1)c1ccnc(-c2cc(C(=Cc3ccccc3)N(C)C)ccn2)c1,760.0,34,30,32.260000000000005,0,7,0.13333333333333333,6.263000000000007,2,0,0
Cc1ccc2c(c1)oc(n2)c1ccc(nc1)c1nc2c(o1)cc(cc2)C,Cc1ccc2nc(-c3ccc(-c4nc5ccc(C)cc5o4)nc3)oc2c1,363.0,26,24,64.95,0,2,0.09523809523809523,5.314840000000003,0,0,0
C=Cc1ccc(cc1)Cn1c2ccccc2c2c1cccc2,C=Cc1ccc(Cn2c3ccccc3c3ccccc32)cc1,363.0,22,13,4.93,0,3,0.047619047619047616,5.485800000000005,0,0,0
O1CCN(CC1)c1ccc2c3c1cccc3c1c2nc2c(n1)c1cccnc1c1c2cccn1,c1cc2c3c(ccc(N4CCOCC4)c3c1)-c1nc3c4cccnc4c4ncccc4c3nc1-2,364.0,34,29,64.03,0,1,0.14285714285714285,5.363400000000004,2,0,0
O=CC=Cc1ccccc1,O=CC=Cc1ccccc1,340.4,10,10,17.07,0,2,0.0,1.8987,0,1,0
COc1ccc(cc1)C=Cc1ccc2c(n1)c(O)c(c(c2)F)F,COc1ccc(C=Cc2ccc3cc(F)c(F)c(O)c3n2)cc1,352.0,23,20,42.35,1,3,0.05555555555555555,4.397600000000003,2,2,1
C=C[C@H]1CN2CCC1C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)Oc1nnc(c2c1cccc2)Cl,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](Oc1nnc(Cl)c2ccccc12)c1ccnc2ccc(OC)cc12,281.0,35,11,60.370000000000005,0,6,0.32142857142857145,5.856500000000006,3,1,1
c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4sc1cc4)c1ccccc1)C=C3)c1ccccc1)[nH]2)c1ccccc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc(s3)c2-c2ccccc2)C=C1,675.0,48,48,41.57,1,4,0.0,12.056999999999983,1,0,0
Fc1ccc(cc1)NC(C1=C(O)C(=O)c2c(C1=O)cccc2)c1ccccc1,O=C1C(O)=C(C(Nc2ccc(F)cc2)c2ccccc2)C(=O)c2ccccc21,473.0,28,13,66.4,2,4,0.043478260869565216,4.870200000000003,2,3,1
Clc1ccc(cc1)N=Nc1c(N)nn2c1nc(N)c(c2N)N=Nc1nc2c(s1)cccc2,Nc1nc2c(N=Nc3ccc(Cl)cc3)c(N)nn2c(N)c1N=Nc1nc2ccccc2s1,494.0,32,31,170.57999999999998,3,4,0.0,5.569800000000002,4,1,1
COc1c(cc(cc1C(C)(C)C)C=C1C(=O)C=CC1=O)C(C)(C)C,COc1c(C(C)(C)C)cc(C=C2C(=O)C=CC2=O)cc1C(C)(C)C,339.0,24,15,43.370000000000005,0,2,0.42857142857142855,4.381600000000004,1,2,1
Nc1ccnc(c1)c1ccccn1,Nc1ccnc(-c2ccccn2)c1,336.0,13,13,51.8,1,1,0.0,1.7257999999999998,1,0,0
Cn1c2ccc(cc2c2c1ccc(c2)c1sccc1c1cccs1)c1sccc1c1cccs1,Cn1c2ccc(-c3sccc3-c3cccs3)cc2c2cc(-c3sccc3-c3cccs3)ccc21,675.72,34,33,4.93,0,4,0.034482758620689655,10.24549999999999,4,0,0
Cc1nn(c2c1c1nc3c(n1c(c2)c1ccccc1)cc(cc3)c1ccccc1)c1ccccc1,Cc1nn(-c2ccccc2)c2cc(-c3ccccc3)n3c4cc(-c5ccccc5)ccc4nc3c12,295.0,35,34,35.120000000000005,0,3,0.03225806451612903,7.468820000000005,0,0,0
[O-][N+](=O)c1ccc(cc1)c1ccc(nc1)c1ccccn1,O=[N+]([O-])c1ccc(-c2ccc(-c3ccccn3)nc2)cc1,322.0,21,21,68.92,0,3,0.0,3.7188000000000025,0,0,0
OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@H]1O)O)O,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,356.0,33,22,210.51,8,4,0.2857142857142857,-0.5388999999999995,10,0,0
COc1ccc(cc1)C=C1N=C(N(C1=O)Cc1ccccc1)C,COc1ccc(C=C2N=C(C)N(Cc3ccccc3)C2=O)cc1,370.0,23,14,41.9,0,4,0.15789473684210525,3.496900000000002,1,1,1
c1ccc2c(c1)nc(o2)c1ccc(nc1)c1oc2c(n1)cccc2,c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)nc3)nc2c1,355.0,24,24,64.95,0,2,0.0,4.698000000000003,0,0,0
O=C1c2cc(ccc2c2c1cc(cc2)C#Cc1ccc(cc1)C#C[Si](C)(C)C)C#Cc1ccc(cc1)C#C[Si](C)(C)C,C[Si](C)(C)C#Cc1ccc(C#Cc2ccc3c(c2)C(=O)c2cc(C#Cc4ccc(C#C[Si](C)(C)C)cc4)ccc2-3)cc1,531.0,42,34,17.07,0,0,0.15384615384615385,8.155400000000007,0,1,0
Clc1ccc(cc1)Cn1c(C=Cc2ccco2)nc(c1c1ccco1)c1ccco1,Clc1ccc(Cn2c(C=Cc3ccco3)nc(-c3ccco3)c2-c2ccco2)cc1,351.0,30,22,57.24,0,6,0.041666666666666664,6.868200000000004,0,1,0
Oc1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc(c1)O,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,512.0,25,15,75.99000000000001,2,0,0.05,3.6658000000000017,4,1,1
Cc1cccc(n1)c1nc2c(o1)c1cccnc1c1c2cccn1,Cc1cccc(-c2nc3c4cccnc4c4ncccc4c3o2)n1,289.0,24,23,64.7,0,1,0.05263157894736842,4.294620000000003,0,0,0
C#Cc1sc(c(c1C1=C(c2cc(sc2C)c2ccccc2)C(C(C1(F)F)(F)F)(F)F)C)C#C,C#Cc1sc(C#C)c(C2=C(c3cc(-c4ccccc4)sc3C)C(F)(F)C(F)(F)C2(F)F)c1C,579.0,33,22,0.0,0,3,0.2,7.886340000000007,2,0,0
c1ccc(cc1)n1cccc1,c1ccc(-n2cccc2)cc1,310.0,11,11,4.93,0,1,0.0,2.4773000000000005,0,0,0
Nn1c(=O)c2cccc3c2c(c1=O)ccc3,NN1C(=O)c2cccc3cccc(c23)C1=O,340.0,16,15,63.4,1,0,0.0,1.3095,1,2,1
Clc1ccc(c(c1)F)C(=O)On1c(=O)c2cccc3c2c(c1=S)ccc3,O=C(ON1C(=O)c2cccc3cccc(c23)C1=S)c1ccc(Cl)cc1F,435.6,26,15,46.61,0,2,0.0,4.535600000000001,1,4,1
Fc1ccccc1c1c([nH]c2c1cccc2)c1ccc(cc1)S(=O)(=O)C,CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2F)cc1,236.0,26,21,49.93,1,3,0.047619047619047616,5.044500000000004,0,2,0
Cc1sc(c(c1)C1=C(CCC1=O)c1cccc2c1cccc2)C,Cc1cc(C2=C(c3cccc4ccccc34)CCC2=O)c(C)s1,305.0,23,19,17.07,0,2,0.19047619047619047,5.791840000000003,1,1,1
CO[Si](CCCSC(=O)c1cccnc1)(OC)OC,CO[Si](CCCSC(=O)c1cccnc1)(OC)OC,265.0,19,8,57.650000000000006,0,8,0.5,2.2232000000000003,4,1,1
N#Cc1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)n(CC)c1c2cccc1,CCn1c2ccccc2c2ccc(-n3c4ccccc4c4cc(C#N)ccc43)cc21,494.0,30,28,33.65,0,2,0.07407407407407407,6.783180000000005,0,1,0
COC(=O)C(=[N+](c1ccccc1)[O-])c1ccccc1,COC(=O)C(c1ccccc1)=[N+]([O-])c1ccccc1,618.0,19,18,52.370000000000005,0,3,0.06666666666666667,2.4907000000000004,2,1,1
CCNc1cccc2c1C(=O)c1ccccc1C2=O,CCNc1cccc2c1C(=O)c1ccccc1C2=O,510.0,19,17,46.17,1,2,0.125,2.8938000000000015,1,2,1
O=C1OC(=O)c2c3c1ccc1c3c(cc2)c2c3c1ccc(c3ccc2)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c4ccc5c6c(ccc(c7cccc2c73)c64)C(=O)OC5=O)cc1,593.0,46,38,46.61,0,3,0.19047619047619047,11.112599999999984,2,2,1
Clc1sc(c(c1Cl)Cl)Cl,Clc1sc(Cl)c(Cl)c1Cl,579.0,9,5,0.0,0,0,0.0,4.3617,1,4,1
n1ccc(cc1)C=Cc1ccncc1,C(=Cc1ccncc1)c1ccncc1,203.0,14,14,25.78,0,2,0.0,2.647000000000001,0,0,0
[O-][N+](=O)c1ccc2c(n1)cccc2,O=[N+]([O-])c1ccc2ccccc2n1,335.0,13,13,56.03,0,1,0.0,2.143,0,0,0
CCCOC(=O)C=Cc1c2ccccc2nc2c1cccc2,CCCOC(=O)C=Cc1c2ccccc2nc2ccccc12,360.0,22,19,39.19,0,4,0.15789473684210525,4.354400000000004,1,1,1
COc1ccc(cc1)C=Cc1c(F)c(F)c(c(c1F)F)C=Cc1ccc(cc1)OC,COc1ccc(C=Cc2c(F)c(F)c(C=Cc3ccc(OC)cc3)c(F)c2F)cc1,329.0,30,24,18.46,0,6,0.08333333333333333,6.601000000000005,2,4,1
Cc1nc(c2n1ccc(c2)c1nnc(o1)c1cc(nn1Cc1ccc(cc1)F)c1ccc(cc1)C)Cl,Cc1ccc(-c2cc(-c3nnc(-c4ccn5c(C)nc(Cl)c5c4)o3)n(Cc3ccc(F)cc3)n2)cc1,400.0,36,25,74.03999999999999,0,5,0.1111111111111111,6.372440000000005,0,2,0
c1ccc2c(c1)Sc1c(N2)nc2c(n1)cccc2,c1ccc2c(c1)Nc1nc3ccccc3nc1S2,425.0,18,17,37.81,1,0,0.0,3.838000000000001,2,0,0
OS(=O)(=O)c1cccc2c1c(ccc2)Nc1ccccc1,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,520.0,21,17,66.4,2,3,0.0,3.8301000000000016,2,1,1
OC(=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])NOC(c1ccccc1)(c1ccccc1)c1ccccc1,O=C(O)c1cc([N+](=O)[O-])c(NOC(c2ccccc2)(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1,405.0,36,16,144.84,2,9,0.038461538461538464,5.536800000000004,3,1,1
CCN1C(=O)C(=CC=CC=c2n(c3ccccc3)c3c(n2c2ccccc2)cccc3)C(=O)N(C1=S)CC,CCN1C(=O)C(=CC=CC=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,587.0,38,34,47.10000000000001,0,6,0.12903225806451613,6.295900000000007,2,2,1
CC(=O)Nc1ccc(cc1N)C(=O)O,CC(=O)Nc1ccc(C(=O)O)cc1N,520.0,14,13,92.42,3,2,0.1111111111111111,0.9253999999999998,2,2,1
Clc1cc(C=NN=Cc2ccc3c4c2ccc2c4c(cc3)ccc2)c(c(c1)Cl)O,Oc1c(Cl)cc(Cl)cc1C=NN=Cc1ccc2ccc3cccc4ccc1c2c34,387.0,29,27,44.95,1,3,0.0,7.049400000000004,1,2,1
COc1cc(c(cc1C(=Cc1ccc(cc1)C#N)C#N)OC)C(=Cc1ccc(cc1)C#N)C#N,COc1cc(C(C#N)=Cc2ccc(C#N)cc2)c(OC)cc1C(C#N)=Cc1ccc(C#N)cc1,442.0,34,32,113.61999999999998,0,6,0.07142857142857142,5.5755200000000045,2,4,1
Cc1cc(C)c(c(c1)C)B(c1c(C)cc(cc1C)C)c1ccc(cc1)C#Cc1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,Cc1cc(C)c(B(c2ccc(C#Cc3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2c(C)cc(C)cc2C)c(C)c1,332.0,53,34,0.0,0,7,0.11538461538461539,10.460519999999994,0,0,0
COc1cc(OC)ccc1C=c1oc(=Cc2ccccc2)c2c1cccc2,COc1ccc(C=c2oc(=Cc3ccccc3)c3ccccc23)c(OC)c1,386.0,27,25,31.6,0,4,0.08333333333333333,4.107600000000003,2,0,0
Cc1ccsc1c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2C,Cc1ccsc1-c1sc(-c2ccc3c(c2)c2ccccc2n3C)c2ccccc12,450.0,29,27,4.93,0,2,0.07692307692307693,8.250120000000003,2,0,0
CO[Si](CCCSC(=O)c1ccccc1[N+](=O)[O-])(OC)OC,CO[Si](CCCSC(=O)c1ccccc1[N+](=O)[O-])(OC)OC,265.0,22,11,87.9,0,9,0.46153846153846156,2.7364000000000006,4,1,1
Cc1nc(c2n1ccc(c2)c1nnc(o1)c1ccc(cc1)Cl)Cl,Cc1nc(Cl)c2cc(-c3nnc(-c4ccc(Cl)cc4)o3)ccn12,273.0,23,20,56.22,0,2,0.0625,4.666520000000002,0,2,0
COC(=O)[C@H](Cc1ccc2c(c1)nc(o2)c1c2ccccc2cc2c1cccc2)NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,508.0,37,23,90.66000000000001,1,5,0.23333333333333334,6.4100000000000055,2,2,1
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(s1)c1ccncn1,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccncn4)s3)cc2)cc1,403.0,30,30,29.020000000000003,0,5,0.0,7.341900000000005,2,0,0
[O-][N+](=O)c1cc2C(=CC=C3C=C(OC(=C3)c3ccccc3)c3ccccc3)c3c(c2c(c1)[N+](=O)[O-])c(cc(c3)[N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,684.0,45,45,181.79,0,7,0.0,7.770300000000007,1,0,0
Cc1cc(sc1C1=C(c2sc(cc2C)c2ccccc2)C(C(C1(F)F)(F)F)(F)F)c1ccccc1,Cc1cc(-c2ccccc2)sc1C1=C(c2sc(-c3ccccc3)cc2C)C(F)(F)C(F)(F)C1(F)F,438.0,35,24,0.0,0,4,0.18518518518518517,9.590739999999997,2,0,0
c1csc(c1)C=Cc1cccs1,C(=Cc1cccs1)c1cccs1,534.0,12,12,0.0,0,2,0.0,3.980000000000002,2,0,0
N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(cc1)C(=O)O,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)c5ccc(C(=O)O)cc5)s4)s3)s2)cc1,650.0,43,41,64.33,1,8,0.05555555555555555,11.054119999999989,5,2,1
c1ccc2c(c1)[nH]c1c2cccc1,c1ccc2c(c1)[nH]c1ccccc12,344.0,13,13,15.79,1,0,0.0,3.3211000000000013,0,0,0
OC(=O)C=Cc1ccccc1O,O=C(O)C=Cc1ccccc1O,216.0,12,12,57.53,2,2,0.0,1.49,2,1,1
Cc1ccc(s1)c1sc(c2c1cccc2)c1ccc2c(c1)C(CC)(CC)c1c2cccc1,CCC1(CC)c2ccccc2-c2ccc(-c3sc(-c4ccc(C)s4)c4ccccc34)cc21,435.0,32,26,0.0,0,4,0.2,9.691719999999995,2,0,0
Cc1nc(c2n1ccc(c2)c1nnc(o1)c1cc(nn1Cc1ccc(cc1)Cl)c1ccccc1)Cl,Cc1nc(Cl)c2cc(-c3nnc(-c4cc(-c5ccccc5)nn4Cc4ccc(Cl)cc4)o3)ccn12,402.0,35,25,74.03999999999999,0,5,0.07692307692307693,6.578320000000005,0,2,0
Clc1ccc2c(c1)nn(n2)c1c(C)[nH]n(c1=O)c1ccccc1,Cc1[nH]n(-c2ccccc2)c(=O)c1-n1nc2ccc(Cl)cc2n1,326.0,23,21,68.5,1,2,0.0625,2.861320000000001,0,1,0
O=C1C=CC(=CC=c2ccc3c(n2C)cccc3)c2c1nccc2,CN1C(=CC=C2C=CC(=O)c3ncccc32)C=Cc2ccccc21,611.0,24,23,33.2,0,1,0.047619047619047616,4.264600000000003,1,1,1
c1ccc(nc1)N(c1cc(cc(c1)n1c2ccccc2c2c1cccc2)N(c1ccccn1)c1ccccn1)c1ccccn1,c1ccc(N(c2cc(N(c3ccccn3)c3ccccn3)cc(-n3c4ccccc4c4ccccc43)c2)c2ccccn2)nc1,294.0,45,45,62.970000000000006,0,7,0.0,9.303299999999998,2,0,0
[O-][N+](=O)c1ccc(cc1)Nc1nnc(s1)c1nccnc1,O=[N+]([O-])c1ccc(Nc2nnc(-c3cnccn3)s2)cc1,259.0,21,21,106.73,1,4,0.0,2.6469000000000005,2,0,0
C1(C)c2cc(ccc2c2c1cc(cc2)C=C(c1scc2c1OCCO2)C#N)C=C(c1scc2c1OCCO2)C#N,CC1c2cc(C=C(C#N)c3scc4c3OCCO4)ccc2-c2ccc(C=C(C#N)c3scc4c3OCCO4)cc21,340.0,40,34,84.5,0,4,0.1875,7.612560000000006,6,2,1
COc1ccc2c3c1ccc1c3c(cc2)c(cc1)OC,COc1ccc2ccc3c(OC)ccc4ccc1c2c43,423.0,20,18,18.46,0,2,0.1111111111111111,4.601200000000002,2,0,0
Cc1ccc2c(n1)c(ccc2N=Nc1ccc(cc1)N(C)C)OC(=O)c1ccccc1,Cc1ccc2c(N=Nc3ccc(N(C)C)cc3)ccc(OC(=O)c3ccccc3)c2n1,518.0,31,28,67.15,0,5,0.12,6.243820000000006,2,1,1
Nc1nc(N)c2c(n1)nn[nH]2,Nc1nc(N)c2[nH]nnc2n1,410.0,11,11,119.39,3,0,0.0,-1.0877000000000003,2,0,0
[O-][N+](=O)c1ccc(cc1)N=Nc1c([nH]c2c1cccc2)c1ccccc1,O=[N+]([O-])c1ccc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)cc1,445.0,26,26,83.65,1,4,0.0,6.1585000000000045,0,0,0
OC[C@@](C(=O)Nc1ccc(cc1)C(=O)Nc1ccn(c(=O)n1)[C@H]1CC[C@@H]([C@H](O1)C)O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)N(C)C)(N)C,C[C@H]1O[C@H](O[C@H]2CC[C@H](n3ccc(NC(=O)c4ccc(NC(=O)[C@@](C)(N)CO)cc4)nc3=O)O[C@@H]2C)[C@H](O)[C@@H](O)[C@@H]1N(C)C,445.0,44,19,210.73,6,9,0.5862068965517241,-0.3766999999999958,8,2,1
C(=O)N([C@H](C(=O)O)C(C)C)Cc1ccc(cc1)c1ccccc1c1n[nH]nn1,CC(C)[C@@H](C(=O)O)N(C=O)Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,250.0,28,17,112.07000000000001,2,8,0.25,2.6013,1,2,1
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,378.0,22,22,131.36,5,1,0.0,1.988,5,0,0
Cc1cc(C)c2c(c(c1)C)c(cc2)N=Nc1nc2c(s1)cccc2,Cc1cc(C)c2ccc(N=Nc3nc4ccccc4s3)c-2c(C)c1,496.0,24,21,37.61,0,2,0.15,6.7417600000000055,1,0,0
O=C1OC(=NC1=Cc1ccccc1)c1ccccc1,O=C1OC(c2ccccc2)=NC1=Cc1ccccc1,363.0,19,19,38.66,0,2,0.0,3.0311000000000012,1,1,1
Cc1ccsc1c1sc(c2c1cccc2)c1ccc(s1)C1(C=CC2=C(C1)C(C)(C)c1c2cccc1)c1cccs1,Cc1ccsc1-c1sc(-c2ccc(C3(c4cccs4)C=CC4=C(C3)C(C)(C)c3ccccc34)s2)c2ccccc12,455.0,40,19,0.0,0,4,0.16666666666666666,11.719219999999984,4,0,0
