SMI,canonical_smi,lambda_max_exp_nm,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FractionCSP3,HeavyAtomCount,NumValenceElectrons,MolLogP_clipped
Oc1cccc2c1nccc2,Oc1cccc2cccnc12,495.0,145.16099999999997,1.9403999999999995,33.120000000000005,1,2,0,2,2,0.0,11,54,1.9403999999999995
c1ccc(cc1)C1=CC(=CC=Cc2cnccn2)C=C(O1)c1ccccc1,C(=Cc1cnccn1)C=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,440.0,350.42100000000005,5.528600000000004,35.010000000000005,0,3,4,4,3,0.0,27,130,5.528600000000004
C=CC(c1ccc(cc1)O)C,C=CC(C)c1ccc(O)cc1,223.0,148.20499999999998,2.681700000000001,20.23,1,1,2,1,1,0.2,11,58,2.681700000000001
O=Cc1cc(N=Nc2cccc(c2)C)ccc1O,Cc1cccc(N=Nc2ccc(O)c(C=O)c2)c1,336.0,240.26200000000003,3.9285200000000025,62.02,1,4,3,2,2,0.07142857142857142,18,90,3.9285200000000025
O=c1ccc2c(o1)ccc(c2)N=Cc1ccc(o1)c1ccc(cc1)[N+](=O)[O-],O=c1ccc2cc(N=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)ccc2o1,385.0,360.3250000000001,4.711800000000004,98.85,0,6,4,4,4,0.0,27,132,4.711800000000004
Cn1c(nc2c1c1ccccc1c1c2cccc1)c1ccccn1,Cn1c(-c2ccccn2)nc2c3ccccc3c3ccccc3c21,345.0,309.372,4.9417000000000035,30.71,0,2,1,5,5,0.047619047619047616,24,114,4.9417000000000035
Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)c1nc2c(o1)c1ccccc1c1c2cccc1,CC(C)(C)c1cc(-c2nc3c4ccccc4c4ccccc4c3o2)c(O)c(C(C)(C)C)c1,365.0,423.5560000000002,8.101800000000006,46.260000000000005,1,3,1,5,5,0.27586206896551724,32,162,8.101800000000006
N#Cc1ccc(cc1)N(c1ccc2c(c1)c1ccccc1n2CC)c1ccc(cc1)C#N,CCn1c2ccccc2c2cc(N(c3ccc(C#N)cc3)c3ccc(C#N)cc3)ccc21,480.0,412.4960000000001,7.027560000000006,55.75,0,3,4,5,5,0.07142857142857142,32,152,7.027560000000006
O=c1[nH]c2nc3c(n2c(c1N=Nc1ccccc1)N)cccc3,Nc1c(N=Nc2ccccc2)c(=O)[nH]c2nc3ccccc3n12,418.0,304.31300000000005,3.173400000000001,100.89999999999999,2,5,2,4,4,0.0,23,112,3.173400000000001
OC(=O)CN1C(=S)SC(=Cc2noc(c2)c2ccc(s2)c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)C1=O,O=C(O)CN1C(=O)C(=Cc2cc(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)on2)SC1=S,414.0,677.8540000000002,9.554199999999996,86.88000000000001,1,9,9,7,6,0.02857142857142857,46,226,9.554199999999996
COc1ccc(cc1)c1ccc(nc1)c1ccc2c(n1)cccc2,COc1ccc(-c2ccc(-c3ccc4ccccc4n3)nc2)cc1,367.0,312.372,4.972400000000004,35.010000000000005,0,3,3,4,4,0.047619047619047616,24,116,4.972400000000004
c1ccc(cc1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccccc2)cc1,370.0,370.45500000000004,6.998900000000005,17.82,0,1,2,6,6,0.0,29,136,6.998900000000005
COc1c(OC)cc(cc1OC)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br,COc1cc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc(OC)c1OC,374.0,607.3420000000002,7.830600000000007,40.58,0,4,4,6,4,0.23333333333333334,36,182,7.830600000000007
CCOC(=O)c1cc(=O)c2c(o1)ccc(c2)OC,CCOC(=O)c1cc(=O)c2cc(OC)ccc2o1,343.0,248.23399999999998,1.9783,65.74000000000001,0,5,3,2,2,0.23076923076923078,18,94,1.9783
COC(=O)c1ccc2c(c1)c(c1cc(sc1C)C)c(c1c2ccc(c1)C(=O)OC)c1cc(sc1C)C,COC(=O)c1ccc2c(c1)c(-c1cc(C)sc1C)c(-c1cc(C)sc1C)c1cc(C(=O)OC)ccc12,388.2,514.6680000000002,8.256880000000004,52.60000000000001,0,6,4,5,5,0.2,36,182,8.256880000000004
ONC(=O)[C@H](Cc1c[nH]c2c1cccc2)N,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,533.0,219.244,0.5431000000000001,91.14,4,3,3,2,2,0.18181818181818182,16,84,0.5431000000000001
COc1ccc(cc1)N(c1c2ccccc2c(c2c1cccc2)C=O)c1ccc(cc1)OC,COc1ccc(N(c2ccc(OC)cc2)c2c3ccccc3c(C=O)c3ccccc23)cc1,401.0,433.5070000000002,7.292500000000006,38.77,0,4,6,5,5,0.06896551724137931,33,162,7.292500000000006
[O-][N+](=O)c1ccc(cc1)C=Cc1ccc(cc1)c1nnc(o1)c1c2ccccc2cc2c1cccc2,O=[N+]([O-])c1ccc(C=Cc2ccc(-c3nnc(-c4c5ccccc5cc5ccccc45)o3)cc2)cc1,368.0,469.5000000000001,7.788600000000005,82.06,0,5,5,6,6,0.0,36,172,7.788600000000005
N#Cc1c(C)c(N=Nc2nc3c(s2)cccc3)c(n(c1=O)CC)O,CCn1c(O)c(N=Nc2nc3ccccc3s2)c(C)c(C#N)c1=O,440.0,339.38000000000017,3.7790000000000017,103.63,1,7,3,3,3,0.1875,24,120,3.7790000000000017
Cc1ccc(cc1)Nc1nc(C#N)c(nc1CC(=O)C1=Nc2c(N(C1C)c1ccc(cc1)C)cc(n2C#N)C#N)C#N,Cc1ccc(Nc2nc(C#N)c(C#N)nc2CC(=O)C2=Nc3c(cc(C#N)n3C#N)N(c3ccc(C)cc3)C2C)cc1,335.0,550.5860000000002,5.007260000000004,170.57000000000002,1,10,6,5,4,0.16129032258064516,42,202,5.007260000000004
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c(=O)[nH]c1=O)c1c(C#C)ccc2c1C(=O)c1c2cccc1,C#Cc1ccc2c(c1-c1cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)[nH]c1=O)C(=O)c1ccccc1-2,345.0,430.41600000000017,1.0369999999999995,121.61999999999998,3,6,3,5,3,0.20833333333333334,32,160,1.0369999999999995
CC(C=Cc1c2ccccc2cc2c1cccc2)(C=Cc1c2ccccc2cc2c1cccc2)C,CC(C)(C=Cc1c2ccccc2cc2ccccc12)C=Cc1c2ccccc2cc2ccccc12,377.0,448.60900000000015,10.052199999999992,0.0,0,0,4,6,6,0.08571428571428572,35,168,10.052199999999992
CN(c1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-])C,CN(C)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,432.0,268.316,3.8312000000000026,46.379999999999995,0,3,4,2,2,0.125,20,102,3.8312000000000026
O=C(c1nccnc1C)C=Cc1ccc(cc1)N(C)C,Cc1nccnc1C(=O)C=Cc1ccc(N(C)C)cc1,310.0,267.332,2.7471200000000016,46.09,0,4,4,2,2,0.1875,20,102,2.7471200000000016
COc1cccc(c1O)C=Nc1scc(n1)c1cc2ccccc2oc1=O,COc1cccc(C=Nc2nc(-c3cc4ccccc4oc3=O)cs2)c1O,399.0,378.4090000000001,4.381300000000003,84.92,1,7,4,4,4,0.05,27,134,4.381300000000003
O=C1C(N=Nc2scc(n2)c2cc3ccccc3oc2=O)C(=O)N(C(=O)N1C)C,CN1C(=O)C(N=Nc2nc(-c3cc4ccccc4oc3=O)cs2)C(=O)N(C)C1=O,417.0,411.39900000000017,2.4192,125.50999999999999,0,9,3,4,3,0.16666666666666666,29,146,2.4192
O=c1[nH]c(nc(c1)N(c1ccccc1)C(C)C)c1ccccc1,CC(C)N(c1ccccc1)c1cc(=O)[nH]c(-c2ccccc2)n1,274.0,305.381,3.9834000000000023,48.99,1,3,4,3,3,0.15789473684210525,23,116,3.9834000000000023
Brc1cc(Br)c2c(c1)C(=O)C(=C1Nc3c(C1=O)cc(cc3Br)Br)N2,O=C1C(=C2Nc3c(Br)cc(Br)cc3C2=O)Nc2c(Br)cc(Br)cc21,533.4,577.8520000000001,5.864800000000001,58.2,2,4,0,4,2,0.0,24,120,5.864800000000001
CCOC(=O)C1=C(NC(=O)C1=NNc1ccc(cc1O)[N+](=O)[O-])c1ccc2c(c1)cccc2,CCOC(=O)C1=C(c2ccc3ccccc3c2)NC(=O)C1=NNc1ccc([N+](=O)[O-])cc1O,639.0,446.4190000000002,3.3257000000000017,143.16,3,8,6,4,3,0.08695652173913043,33,166,3.3257000000000017
COc1ccc(cc1)c1ccc(cc1)c1cc(nc(c1)c1ccccn1)c1ccccn1,COc1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,298.0,415.4960000000001,6.548200000000006,47.900000000000006,0,4,5,5,5,0.03571428571428571,32,154,6.548200000000006
COc1ccc(cc1)c1nc2c(sc(c2nc1c1ccc(cc1)OC)c1ccc(s1)C#C)c1ccc(s1)C#C,C#Cc1ccc(-c2sc(-c3ccc(C#C)s3)c3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)nc23)s1,373.0,560.7250000000003,8.462100000000003,44.24,0,7,6,6,6,0.0625,39,188,8.462100000000003
COc1cc2c(cc1OC)Cc1c2cc2cc3ccccc3nc2n1,COc1cc2c(cc1OC)-c1cc3cc4ccccc4nc3nc1C2,386.0,328.3710000000001,4.371400000000003,44.24,0,4,2,5,4,0.14285714285714285,25,122,4.371400000000003
O=C(N=c1nc2n(c3c1cccc3)cnc1c2cccc1)Nc1ccccc1,O=C(N=c1nc2c3ccccc3ncn2c2ccccc12)Nc1ccccc1,390.0,365.3960000000001,4.168500000000002,71.65,1,3,1,5,5,0.0,28,134,4.168500000000002
O=C1CSC(=NN(c2ccccc2)c2ccccc2)N1c1c2ccccc2nc2c1cccc2,O=C1CSC(=NN(c2ccccc2)c2ccccc2)N1c1c2ccccc2nc2ccccc12,385.0,460.56200000000024,6.577100000000005,48.800000000000004,0,5,4,6,5,0.03571428571428571,34,164,6.577100000000005
Clc1cccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2c(Cl)cccc21,337.0,242.66099999999997,3.115400000000001,34.14,0,2,0,3,2,0.0,17,82,3.115400000000001
O[C@H]1C(OC[C@]1(O)CO)n1ccc(=O)[nH]c1=O,O=c1ccn(C2OC[C@](O)(CO)[C@H]2O)c(=O)[nH]1,261.0,244.203,-2.8503000000000003,124.78,4,6,2,2,1,0.5555555555555556,17,94,-2.8503000000000003
c1ccc(cc1)c1ccc2c(c1)C(c1c2cccc1)c1c2ccccc2cc2c1cccc2,c1ccc(-c2ccc3c(c2)C(c2c4ccccc4cc4ccccc24)c2ccccc2-3)cc1,464.0,418.5390000000001,8.8206,0.0,0,0,2,7,6,0.030303030303030304,33,154,8.8206
Oc1ccccc1c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,Oc1ccccc1-c1nc2c(c3c1-c1ccccc1CC3)-c1ccccc1CC2,339.0,375.4710000000002,5.985400000000006,33.120000000000005,1,2,1,6,4,0.14814814814814814,29,140,5.985400000000006
O=S(=O)(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,O=S(=O)(c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,200.0,704.8950000000003,12.792999999999976,40.620000000000005,0,4,10,8,8,0.0,53,256,12.792999999999976
C1(C)c2cc(ccc2c2c1cc1nc3c4ccccc4c4c(c3nc1c2)cccc4)c1ccccc1,CC1c2cc(-c3ccccc3)ccc2-c2cc3nc4c5ccccc5c5ccccc5c4nc3cc21,403.0,458.5640000000002,8.888599999999997,25.78,0,2,1,8,7,0.058823529411764705,36,168,8.888599999999997
Cc1ccsc1c1sc(c2c1cccc2)c1c(C)sc2c1cccc2,Cc1ccsc1-c1sc(-c2c(C)sc3ccccc23)c2ccccc12,464.0,376.5710000000001,8.128340000000001,0.0,0,3,2,5,5,0.09090909090909091,25,122,8.128340000000001
N#Cc1ccc(cc1)c1nc2c(o1)cc(c1c2cccc1)Nc1ccc(cc1)N(CC)CC,CCN(CC)c1ccc(Nc2cc3oc(-c4ccc(C#N)cc4)nc3c3ccccc23)cc1,420.0,432.5270000000001,7.109480000000006,65.09,1,5,6,5,5,0.14285714285714285,33,162,7.109480000000006
C#Cc1ccc2c(c1)cc1c(c2)c(C)cc(=O)o1,C#Cc1ccc2cc3c(C)cc(=O)oc3cc2c1,340.0,234.254,3.235920000000002,30.21,0,2,0,3,3,0.0625,18,86,3.235920000000002
O=c1ccc2c(o1)cccc2,O=c1ccc2ccccc2o1,353.0,146.14499999999998,1.793,30.21,0,2,0,2,2,0.0,11,54,1.793
OC[C@H]1S[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]1,260.0,244.272,-1.1061,95.32,3,5,2,2,1,0.5555555555555556,16,88,-1.1061
Clc1ccc(cc1)c1cc(n(n1)Cc1ccc(cc1)C(C)(C)C)c1nnc(o1)COc1ccc(cc1Cl)Cl,CC(C)(C)c1ccc(Cn2nc(-c3ccc(Cl)cc3)cc2-c2nnc(COc3ccc(Cl)cc3Cl)o2)cc1,262.0,567.9040000000003,8.485100000000003,65.97,0,5,7,5,5,0.20689655172413793,38,194,8.485100000000003
CCOC(=O)Cc1csc(n1)N=Nc1ccc(c2c1cccn2)O,CCOC(=O)Cc1csc(N=Nc2ccc(O)c3ncccc23)n1,565.0,342.38000000000005,3.917900000000002,97.03,1,8,5,3,3,0.1875,24,122,3.917900000000002
C1=CCc2c(C1)c(C=Nc1ccc3c(c1)cccc3)cc1c2CC=CC1,C1=CCc2c(cc(C=Nc3ccc4ccccc4c3)c3c2CC=CC3)C1,411.0,335.45000000000016,5.900000000000005,12.36,0,1,2,5,3,0.16,26,126,5.900000000000005
CCN(c1ccc(c(c1)O)c1[nH]c2c(n1)cc(c(c2)C(=O)OC)C(=O)OC)CC,CCN(CC)c1ccc(-c2nc3cc(C(=O)OC)c(C(=O)OC)cc3[nH]2)c(O)c1,507.0,397.4310000000001,3.3549000000000015,104.75000000000001,2,7,6,3,3,0.2857142857142857,29,152,3.3549000000000015
CCN(c1ccc2c(c1)oc1c(c2)c2nc3c(n2c(=Nc2ccc(cc2)Br)n1)cccc3)CC,CCN(CC)c1ccc2cc3c(nc(=Nc4ccc(Br)cc4)n4c5ccccc5nc34)oc2c1,529.0,512.4110000000002,6.6230000000000055,58.93000000000001,0,5,4,6,6,0.14814814814814814,34,168,6.6230000000000055
Oc1ccc(c(c1)O)c1nc2c(o1)c(cc1c2cccc1)c1nc2c(s1)cccc2,Oc1ccc(-c2nc3c(o2)c(-c2nc4ccccc4s2)cc2ccccc23)c(O)c1,322.0,410.4540000000001,6.335900000000005,79.38000000000001,2,6,2,6,6,0.0,30,144,6.335900000000005
C1CC2=Cc3ccc([nH]3)C=c3[nH]c(=Cc4[nH]c(C=C1N2)cc4)cc3,C1=C2CCC(=Cc3ccc([nH]3)C=c3ccc([nH]3)=Cc3ccc1[nH]3)N2,715.0,314.392,2.4072999999999998,59.4,4,1,0,5,3,0.1,24,118,2.4072999999999998
Cc1ccc(cc1)c1ccc(nc1)c1ccccn1,Cc1ccc(-c2ccc(-c3ccccn3)nc2)cc1,326.0,246.31300000000005,4.1190200000000035,25.78,0,2,2,3,3,0.058823529411764705,19,92,4.1190200000000035
COc1cc2c(cc1OC)cc(c1c2cccc1)C#N,COc1cc2cc(C#N)c3ccccc3c2cc1OC,268.0,263.296,3.8818800000000024,42.25,0,3,2,3,3,0.11764705882352941,20,98,3.8818800000000024
O=Cc1ccc(s1)c1sc(c2c1cccc2)c1oc2c(c1C)cccc2,Cc1c(-c2sc(-c3ccc(C=O)s3)c3ccccc23)oc2ccccc12,530.0,374.4860000000001,7.163920000000004,30.21,0,4,3,5,5,0.045454545454545456,26,126,7.163920000000004
O=C1OC(C)(C)OC(=O)C1=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,CC1(C)OC(=O)C(=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)O1,372.0,399.44600000000014,5.375900000000005,55.84,0,5,4,4,3,0.12,30,150,5.375900000000005
O=C1C(=O)Nc2c1cccc2,O=C1Nc2ccccc2C1=O,296.0,147.13299999999995,0.8213999999999999,46.17,1,2,0,2,1,0.0,11,54,0.8213999999999999
NC(=O)C[C@@H](C(=O)OCc1ccccc1)Nc1nc2c(s1)cc(cc2)F,NC(=O)C[C@H](Nc1nc2ccc(F)cc2s1)C(=O)OCc1ccccc1,281.0,373.4090000000001,2.8347000000000007,94.31000000000002,2,6,7,3,3,0.16666666666666666,26,134,2.8347000000000007
COc1ccc2c(c1)c1ccccc1c(c2)C#N,COc1ccc2cc(C#N)c3ccccc3c2c1,261.0,233.26999999999998,3.873280000000002,33.019999999999996,0,2,1,3,3,0.0625,18,86,3.873280000000002
CCN(c1ccc(cc1)C(=O)Nc1ccc2c(c1)OCCOCCOCCOCCO2)CC,CCN(CC)c1ccc(C(=O)Nc2ccc3c(c2)OCCOCCOCCOCCO3)cc1,323.0,458.55500000000046,3.6061000000000023,78.49000000000002,1,7,5,3,2,0.48,33,180,3.6061000000000023
C#Cc1ccc(cc1)S(=O)c1ccc(cc1)C#C,C#Cc1ccc(S(=O)c2ccc(C#C)cc2)cc1,269.86,250.32200000000003,2.815900000000001,17.07,0,1,2,2,2,0.0,18,86,2.815900000000001
N#Cc1nc(N)c(nc1C#N)N,N#Cc1nc(N)c(N)nc1C#N,560.0,160.14000000000001,-0.6156400000000002,125.4,2,6,0,1,1,0.0,12,58,-0.6156400000000002
Clc1ccc(c(c1)Cl)N=NC(=NNc1ccccc1)c1ccccc1,Clc1ccc(N=NC(=NNc2ccccc2)c2ccccc2)c(Cl)c1,372.0,369.2550000000001,6.551000000000005,49.11,1,3,4,3,3,0.0,25,124,6.551000000000005
CN=C1C(=C(c2n1c(N)c(c2C#N)C#N)C#N)C#N,CN=C1C(C#N)=C(C#N)c2c(C#N)c(C#N)c(N)n21,579.0,247.22099999999998,0.5044200000000001,138.47,1,6,0,2,1,0.08333333333333333,19,88,0.5044200000000001
Clc1ccc(cc1)C1=C2C(=O)OC(=C2C(=O)N1)c1ccc(cc1)Cl,O=C1NC(c2ccc(Cl)cc2)=C2C(=O)OC(c3ccc(Cl)cc3)=C12,495.0,358.18,3.8024000000000022,55.400000000000006,1,3,2,4,2,0.0,24,118,3.8024000000000022
C1(C)c2cc(ccc2c2c1cccc2)c1nnn(c1)c1ccc(cc1)C,Cc1ccc(-n2cc(-c3ccc4c(c3)C(C)c3ccccc3-4)nn2)cc1,300.0,337.42600000000004,5.374920000000005,30.71,0,2,2,5,4,0.13043478260869565,26,126,5.374920000000005
Oc1ccc(cc1)C=Cc1cc(O)cc(c1)O,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,310.0,228.247,2.9738000000000016,60.69,3,3,2,2,2,0.0,17,86,2.9738000000000016
c1ccc(nc1)c1ccc(cn1)c1ccccn1,c1ccc(-c2ccc(-c3ccccn3)nc2)nc1,319.0,233.274,3.2056000000000022,38.67,0,3,2,3,3,0.0,18,86,3.2056000000000022
COC(=O)c1cc2ccccc2cc1c1cc2ccccc2cc1C(=O)N[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C,COC(=O)c1cc2ccccc2cc1-c1cc2ccccc2cc1C(=O)N[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C,227.8,491.6310000000003,7.247100000000007,55.400000000000006,1,3,4,7,4,0.3333333333333333,37,188,7.247100000000007
O=CCc1ccccc1,O=CCc1ccccc1,485.0,120.15099999999995,1.428,17.07,0,1,2,1,1,0.125,9,46,1.428
CN(CCNC(=O)c1cc2nc(sc2c2c1cccc2)c1ccccc1)C,CN(C)CCNC(=O)c1cc2nc(-c3ccccc3)sc2c2ccccc12,394.0,375.4970000000001,4.407900000000003,45.230000000000004,1,4,5,4,4,0.18181818181818182,27,136,4.407900000000003
c1ccc(cc1)[Si](c1ccccc1)(c1ccccc1)c1ccc(cc1)c1cccc(c1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3cccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)c3)cc2)cc1,262.0,671.0040000000002,6.108400000000007,0.0,0,0,9,8,8,0.0,50,238,6.108400000000007
CCn1c2ccc(cc2c2c1cccc2)c1ccc(s1)c1ncncc1c1ccc2c(c1)c1ccccc1n2CC,CCn1c2ccccc2c2cc(-c3ccc(-c4ncncc4-c4ccc5c(c4)c4ccccc4n5CC)s3)ccc21,392.0,548.7150000000003,9.794699999999995,35.64,0,3,5,8,8,0.1111111111111111,41,198,9.794699999999995
[O-][N+](=O)c1ccc(cc1)N=Nc1nc2c(s1)cc(cc2)[N+](=O)[O-],O=[N+]([O-])c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,338.0,329.297,4.528100000000002,123.89000000000001,0,8,4,3,3,0.0,23,114,4.528100000000002
OC(=O)C=Cc1ccccc1[N+](=O)[O-],O=C(O)C=Cc1ccccc1[N+](=O)[O-],400.0,193.158,1.6925999999999999,80.44,1,3,3,1,1,0.0,14,72,1.6925999999999999
N#Cc1ccccc1C#N,N#Cc1ccccc1C#N,500.0,128.13399999999996,1.4299600000000001,47.58,0,2,0,1,1,0.0,10,46,1.4299600000000001
NC(=S)NN=Cc1c[nH]c2c1cccc2,NC(=S)NN=Cc1c[nH]c2ccccc12,264.0,218.285,1.335,66.19999999999999,3,2,2,2,2,0.0,15,76,1.335
COC(=O)c1ccc2c(c1C(=O)OC)nc1c(n2)c2c(n1CC)cccc2,CCn1c2ccccc2c2nc3ccc(C(=O)OC)c(C(=O)OC)c3nc21,406.0,363.3730000000001,3.3308000000000026,83.31,0,6,3,4,4,0.2,27,136,3.3308000000000026
C=CCOC1CN1c1ccnnn1,C=CCOC1CN1c1ccnnn1,278.0,178.19500000000002,0.22029999999999994,50.910000000000004,0,5,4,2,1,0.375,13,68,0.22029999999999994
OCCN1C2(c3ccc(cc3Oc3c2ccc(c3)N2CCOCC2)N2CCOCC2)c2c(S1(=O)=O)cccc2,O=S1(=O)c2ccccc2C2(c3ccc(N4CCOCC4)cc3Oc3cc(N4CCOCC4)ccc32)N1CCO,552.0,549.6490000000003,2.754000000000002,91.78,1,8,4,7,3,0.3793103448275862,39,204,2.754000000000002
CCCSC1=C(SCCC)SC(=c2sc3=c(s2)c(=C2SC(=C(S2)C(=O)OC)C(=O)OC)nc3)S1,CCCSC1=C(SCCC)SC(=c2sc3cnc(=C4SC(C(=O)OC)=C(C(=O)OC)S4)c=3s2)S1,333.0,607.9380000000002,5.991380000000005,65.49,0,13,8,4,0,0.38095238095238093,34,182,5.991380000000005
COc1ccc(cc1)C(=Cc1ccc(cc1)C=C(c1ccccc1)C#N)c1ccc(cc1)OC,COc1ccc(C(=Cc2ccc(C=C(C#N)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,290.0,443.54600000000016,7.356880000000007,42.25,0,3,7,4,4,0.06451612903225806,34,166,7.356880000000007
Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,293.0,290.271,1.5460999999999998,110.38000000000001,5,6,1,3,2,0.2,21,110,1.5460999999999998
N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)C(=O)O,N#CC(=Cc1ccc(-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)s2)s1)C(=O)O,524.0,461.5670000000002,8.032580000000005,61.09,1,4,4,6,6,0.0,33,156,8.032580000000005
O=c1oc2ccccc2cc1C(=C)c1[nH]c2c(c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-])cccc2,C=C(c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-])c1cc2ccccc2oc1=O,297.0,515.5470000000001,4.765000000000003,135.31,2,6,8,5,5,0.07407407407407407,37,186,4.765000000000003
COc1ccc2c(c1)cc1c(n2)[nH]c(=O)c(c1)C#N,COc1ccc2nc3[nH]c(=O)c(C#N)cc3cc2c1,398.0,251.245,1.9565799999999998,78.77,1,4,1,3,3,0.07142857142857142,19,92,1.9565799999999998
Cc1ccc(cc1)Cl,Cc1ccc(Cl)cc1,266.0,126.586,2.6484200000000007,0.0,0,0,0,1,1,0.14285714285714285,8,42,2.6484200000000007
Oc1ccc2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,430.0,286.23900000000003,2.282400000000001,111.13000000000001,4,6,1,3,3,0.0,21,106,2.282400000000001
c1ccc(cc1)c1cc(nc2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc3ccc(-n4c5ccccc5c5ccccc54)cc23)cc1,341.0,611.7480000000002,11.76299999999998,22.75,0,1,4,10,10,0.0,48,224,11.76299999999998
C1(C)c2cc(ccc2c2c1cccc2)c1sc(c2c1cccc2)c1cccs1,CC1c2ccccc2-c2ccc(-c3sc(-c4cccs4)c4ccccc34)cc21,445.0,394.5640000000001,8.429000000000002,0.0,0,2,2,6,5,0.07692307692307693,28,134,8.429000000000002
Clc1ccc(cc1)c1cc(n(n1)Cc1ccccc1)c1nnc(o1)c1ccccc1,Clc1ccc(-c2cc(-c3nnc(-c4ccccc4)o3)n(Cc3ccccc3)n2)cc1,267.0,412.8800000000001,5.968800000000004,56.74,0,4,5,5,5,0.041666666666666664,30,146,5.968800000000004
O=C1CCC(=C1c1ccc(cc1)N1CCOCC1)c1ccc(cc1)N1CCOCC1,O=C1CCC(c2ccc(N3CCOCC3)cc2)=C1c1ccc(N2CCOCC2)cc1,348.0,404.51000000000016,3.6335000000000033,42.010000000000005,0,5,4,5,2,0.4,30,156,3.6335000000000033
Fc1c(F)c(F)c(c2c1cc1c(C)nn(c1n2)C)F,Cc1nn(C)c2nc3c(F)c(F)c(F)c(F)c3cc12,386.0,269.20099999999996,2.986320000000001,30.71,0,2,0,3,3,0.16666666666666666,19,98,2.986320000000001
[O-][N+](=O)c1ccc2c(c1)C(C)(C)C1(N2C)C=Cc2c(O1)c(cc1c2cccc1)c1nc2c(s1)cccc2,CN1c2ccc([N+](=O)[O-])cc2C(C)(C)C12C=Cc1c(c(-c3nc4ccccc4s3)cc3ccccc13)O2,336.0,505.5990000000002,7.554200000000006,68.5,0,6,2,7,5,0.16666666666666666,37,182,7.554200000000006
CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1cc(C)cc2,CCCN1c2ccccc2Sc2cc(C=Cc3cc(=O)oc4ccc(C)cc34)ccc21,423.0,425.55300000000017,7.284520000000007,33.45,0,4,4,5,4,0.14814814814814814,31,154,7.284520000000007
CNC(Cc1ccccc1Cl)C,CNC(C)Cc1ccccc1Cl,483.4,183.682,2.4904,12.03,1,1,3,1,1,0.4,12,66,2.4904
