canonical_smi,solvent_grouped,et30,lambda_max_exp_nm
NS(=O)(=O)c1ccc(-n2cccc2)cc1N1CCOCCOCCOCCOCC1,Acetonitrile,45.6,278.0
Cc1ccc(-c2nnc(-c3cc(-c4ccc(Cl)cc4)nn3Cc3ccc(C(C)(C)C)cc3)o2)cc1,DCM,40.7,275.0
CN(C)c1ccc(C=C(C#N)c2ccc(F)cc2)cc1,DCM,40.7,393.0
O=C1c2ccccc2C(=O)C1c1ccc2cccc(N3C(=O)c4ccccc4C3=O)c2n1,Other,,452.0
Cc1nccnc1C(=O)C=Cc1ccc(Br)cc1,Ethanol,51.9,315.0
C=CCN1c2ccc(OC)cc2C(C)(C)C12C=Cc1c(c(-c3nc(-c4ccccc4)c(-c4ccccc4)o3)cc3cc(OC)ccc13)O2,Toluene,33.9,310.0
O=[N+]([O-])c1ccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,DCM,40.7,371.0
CCN(CC)c1ccc(N=Nc2nc3ccccc3s2)c(O)c1,Methanol,55.4,528.0
C(=Cc1ccnc(-n2ccnc2)n1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,DMF,43.2,410.0
CCCOc1c(C=C(c2ccccc2)c2ccccc2)cc2c3ccccc3n(CCC)c2c1C=C(c1ccccc1)c1ccccc1,THF,37.4,476.0
CN1C=CC=CC1=CC=C1C=C(Cl)c2cccnc2C1=O,THF,37.4,592.0
N#Cc1c(N)nc(N)c(C#N)c1-c1ccccc1Cl,THF,37.4,339.0
c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,THF,37.4,431.0
C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,DCM,40.7,372.0
N#CC(=Cc1cccc2ccccc12)c1ccc(N(c2ccccc2)c2ccc3ccccc3c2)cc1,THF,37.4,404.0
c1ccc2[nH]c(-c3ccncc3)nc2c1,DMF,43.2,314.0
CCCn1c(N=Nc2nc3ccc(C)cc3s2)ccc1-c1cccs1,DMSO,45.1,520.0
CC1(C)c2cc(-c3ccccc3)cc(-c3ccccc3)c2N2CC(=O)NC21C,THF,37.4,287.0
Oc1ccc2ccccc2c1-c1nc2c(c3c1-c1ccccc1CC3)-c1ccccc1CC2,DCM,40.7,346.0
Cn1c2ccccc2c2cc(-c3cccc4c3Oc3c(-c5ccc6c(c5)c5ccccc5n6C)cccc3C4(C)C)ccc21,Chloroform,39.1,241.0
COc1ccc(-n2c(N=Nc3ccc4ncsc4c3)ccc2-c2cccs2)cc1,DMSO,45.1,474.0
CCCN1c2ccccc2Sc2cc(C=Cc3cc(=O)oc4cc(C)ccc34)ccc21,Chloroform,39.1,424.0
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,DMSO,45.1,318.0
CC1CC=C(c2ccc(-c3cccs3)s2)CC1,Ethanol,51.9,343.0
N#CC(=Cc1cc(-c2ccc(C=C(C#N)c3ccc(-c4ccc5ccccc5c4)cc3)cc2)cs1)c1ccccc1,THF,37.4,361.0
COC(=O)[C@H](Cc1ccc2oc(-c3ccc(C)cc3)nc2c1)NC(=O)OC(C)(C)C,Methanol,55.4,342.0
COc1ccc(-c2cc3c(C#N)c4c5c(oc(=O)c4c(=N)n3[nH]2)-c2ccccc2CC5)cc1,DMF,43.2,428.0
Cn1c2ccccc2c2cc(C=C(C#N)c3ccc(C=C(C#N)C(=O)O)s3)ccc21,Chloroform,39.1,488.0
COc1ccc(C#Cc2ccc(N(c3ccc(C#Cc4ccc(OC)nn4)cc3)c3ccc(C#Cc4ccc(OC)nn4)cc3)cc2)nn1,DCM,40.7,375.0
CCN(CC)c1ccc2cc(C=CC(=O)c3c(O)c4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,Acetonitrile,45.6,511.0
Cc1ccc2c(C=Cc3ccc4c(c3)c3ccccc3n4C)cc(=O)oc2c1,Chloroform,39.1,393.0
Cc1ccc(C#Cc2cccc(-c3cccc(C#Cc4ccc(C)s4)n3)n2)s1,Acetonitrile,45.6,340.0
COc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(OC)cc6)cc5)=C4C(=O)N3C(=O)OC(C)(C)C)cc2)cc1,DCM,40.7,468.0
C=CCN1c2ccccc2C(C)(C)C12C=Cc1c(c(-c3nc(-c4ccccc4)c(-c4ccccc4)o3)cc3ccccc13)O2,Toluene,33.9,304.0
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1-c1ccco1,EthylAcetate,38.1,310.0
O=C1C=CC=C2C1=Cc1ccccc12,Ethanol,51.9,553.0
CCOc1c(F)c(F)c(C2=C(C)C(=O)n3c2cc2c(C)cc(C)n2c3=O)c(F)c1F,Cyclohexane,30.9,448.0
CCOC(=O)C1=C(c2ccccc2)N(C)C(=O)C1=Cc1ccc(-c2ccccc2)cc1,Other,,590.0
CN(C)c1ccc(C=Cc2ccn3cc(-c4ccccc4)nc3c2)cc1,Toluene,33.9,554.0
C(=NNc1ncnc2nc[nH]c12)c1ccccc1,Ethanol,51.9,268.0
c1ccc(-c2c3ccccc3c(-c3cccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)c3)c3ccccc23)cc1,DCM,40.7,437.0
CCOC(=O)c1cc2cc3ccccc3nc2nc1C,Acetone,42.2,362.0
Cc1cc(=O)oc2cc3[nH]c(C=Cc4ccccc4)nc3cc12,Methanol,55.4,374.0
CC1=NN(c2ccccc2)C(=O)C1=Cc1cn(Cc2ccccc2)c2ccccc12,DCM,40.7,412.0
CSc1cn(N=Nc2ccc(O)c3ncccc23)nn1,Methanol,55.4,484.0
CC1(C)c2ccccc2-c2cc3c(C#Cc4ccc(C(F)(F)F)cc4)c4ccccc4c(C#Cc4ccc(C(F)(F)F)cc4)c3cc21,DCM,40.7,483.0
Nc1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,DCM,40.7,278.0
CN(C)c1ccc(C2=C3C(=O)NC(c4ccc(N(C)C)cc4)=C3C(=O)N2)cc1,DMSO,45.1,562.0
Cc1ccccc1N=Nc1c(N)n2c(nc3ccccc32)[nH]c1=O,Chloroform,39.1,417.0
CC(C)(C)c1ccc(Cn2nc(-c3ccc(Cl)cc3)cc2-c2nnc(-c3cccc(Br)c3)o2)cc1,DCM,40.7,274.0
Cc1ccc2oc(=O)cc(C=Cc3ccc4c(c3)Sc3ccccc3N4C)c2c1,Chloroform,39.1,423.0
Cc1ccc(-c2nnc(-c3cc(-c4ccc(Cl)cc4)nn3Cc3ccc(Cl)nc3)o2)cc1,DCM,40.7,275.0
Cc1c(-c2nnc(C=Cc3ccccc3)o2)sc2sc(-c3nnc(C=Cc4ccccc4)o3)c(C)c12,Ethanol,51.9,364.0
c1cc2ccc3cccc4ccc(c1)c2c34,THF,37.4,373.0
Cc1ccc(N=Nc2ccc(O)c3ncccc23)cc1,DMSO,45.1,397.0
CCOC(=O)c1c(N)sc(N=Nc2ccc(OC)cc2)c1-c1ccccc1,DMSO,45.1,469.0
CN(C)c1ccc(-c2nc(C=CC=Cc3ccc([N+](=O)[O-])cc3)[nH]c2-c2ccc(N(C)C)cc2)cc1,DCM,40.7,474.0
CC(C)c1cccc(C(C)C)c1N=C1N=C2C=CC=CN2C1=Nc1c(C(C)C)cccc1C(C)C,THF,37.4,531.0
CC1CCCc2cc3cc4ccccc4nc3nc21,DMF,43.2,365.0
Cn1c2ccccc2c2ccc(-c3cccc4c3Oc3c(-c5ccc6c7ccccc7n(C)c6c5)cccc3C4(C)C)cc21,Chloroform,39.1,262.0
Cc1nccnc1C(=O)C=Cc1ccc(Cl)cc1,Ethanol,51.9,305.0
O=c1[nH][nH]c2c1cnc1c2c(-c2ccc(Cl)cc2)nn1-c1ccccc1,DMSO,45.1,384.0
COc1ccc(C#Cc2ccc(C#Cc3ccc(OC)c(OC)c3)c3nsnc23)cc1OC,DCM,40.7,445.0
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc(OC)cc3)nn2c1C(=O)OC,Methanol,55.4,445.0
F[B-]1(F)[O+]=c2c(c3ccccc3n2Cc2ccccc2)=NN1c1ccccc1,THF,37.4,437.0
COc1ncccc1-c1ccc2c(c1)c1ccccc1n2Cn1c2ccccc2c2cc(-c3cccnc3OC)ccc21,THF,37.4,283.0
O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc21,Hexane,31.0,264.0
N#Cc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,Chloroform,39.1,326.0
CC(=O)Nc1ccc(N=Nc2nc3ccccc3s2)cc1,Methanol,55.4,385.0
O=C1NC(c2ccccc2)=C2C(=O)OC(c3ccc(Br)cc3)=C12,DMSO,45.1,493.0
O=S(=O)(O)Cc1ccccc1,Methanol,55.4,574.0
COc1cc(N=Nc2ccccc2)cc(C=Nn2cc(C(=O)c3ccccc3)c(-c3ccccc3)nc2=O)c1O,EthylAcetate,38.1,288.0
CCn1c2ccccc2c2cc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccc(OC)cc3)ccc21,Toluene,33.9,305.0
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,Acetonitrile,45.6,261.0
C(=Cc1c2ccccc2cc2ccccc12)c1ccc(-c2ccnc(-c3cccc(-c4ccccc4)n3)c2)cc1,DMF,43.2,498.0
CCOC(=O)c1c(C(=O)OCC)c2cccc(-c3ccccn3)n2c1C(=O)c1ccc(Br)cc1,Methanol,55.4,244.8
CN1c2ccccc2Sc2cc(C=[N+]([O-])c3cccc(Br)c3)ccc21,DCM,40.7,317.0
CCOc1ccc(N=Nc2ccc(O)c3ncccc23)cc1,DMSO,45.1,410.0
CCOC(=O)C(C=C(c1ccccc1)c1ccccc1)(CC)C(=O)OCC,Acetonitrile,45.6,194.0
Oc1ccccc1-c1sc(-c2ccccn2)nc1O,Dioxane,36.0,377.0
CNc1ccc2c3c(cccc13)C(=O)N(C(=O)OC)C2=O,DMSO,45.1,449.0
Cc1nccnc1C(=O)C=Cc1ccc(F)cc1,Ethanol,51.9,305.0
c1csc(-c2ccc(N=Nc3nc4ccccc4s3)n2-c2cccc3ccccc23)c1,DMSO,45.1,528.0
CC1c2ccccc2-c2cc3c(C#Cc4ccccc4)c4ccccc4c(C#Cc4ccccc4)c3cc21,DCM,40.7,480.0
Cn1c2ccc(C(C#N)=Cc3ccc(C#N)cc3)cc2c2ccc(C(C#N)=Cc3ccc(C#N)cc3)cc21,DCM,40.7,412.0
CC1(C)c2cc(-c3ccccc3)ccc2N2CC(=O)NC21C,THF,37.4,345.0
CN(C)C(=CC=Cc1ccccc1)c1ccc(C#N)cc1,Hexane,31.0,410.0
CC(=O)C(=O)c1ccccc1,Acetonitrile,45.6,450.0
CN1c2ccccc2Sc2ccc(C=Nc3ccc4ccccc4c3)cc21,DCM,40.7,287.0
O=c1cc(O)c2ccccc2n1-c1ccccc1,Methanol,55.4,400.0
COc1ccccc1,Acetonitrile,45.6,422.0
Cc1ccc(C=C(C#N)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)cc2)cc1,THF,37.4,401.0
CC(C)CN1C(=O)c2cccc3c(N(C)CCO)ccc(c23)C1=O,Acetone,42.2,412.0
O=C1Cc2ccccc2C1=O,Other,,613.0
CCOc1ccc(-c2ccc(N=Nc3nccs3)s2)s1,Dioxane,36.0,531.0
Cc1c(C(N)=O)c(=O)oc2cc3c(cc12)nc(Nc1ccc(Cl)c(Cl)c1)n3CCCN1CCCC1=O,Ethanol,51.9,364.0
N#CC(=Cc1ccc2ccccc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,THF,37.4,412.0
COc1ccc(CNc2ncnc3[nH]c(C=Cc4ccc(C#N)cc4)nc23)cc1,DMSO,45.1,371.0
CC1(C)c2ccccc2-c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(C#C[Si](C)(C)C)c3cc21,DCM,40.7,455.0
COc1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,Methanol,55.4,407.0
CCOC(=O)C1=C(c2ccccc2)NC(=O)C1=NNc1ccccc1O,THF,37.4,460.0
Cc1cc(C)n(-c2nc3ccccc3s2)n1,DMSO,45.1,287.0
CN1c2ccccc2Sc2cc(N=Cc3cccc4c3Sc3ccccc3N4C)ccc21,DCM,40.7,411.0
CC1c2ccccc2-c2cc3[nH]c(-c4ccccc4)nc3cc21,DMSO,45.1,356.0
CSc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,Toluene,33.9,291.0
O=C1C(Cl)=C(N(Cc2ccccc2)Cc2ccccc2)C(=O)C(Cl)=C1N(Cc1ccccc1)Cc1ccccc1,Chloroform,39.1,479.0
CCN(CC)c1ccc(C=C(C#N)c2ccc(-c3nc4ccc(C(=O)O)cc4[nH]3)s2)cc1,DMF,43.2,460.0
COc1ccc(-c2nc(O)c(-c3ccccc3O)s2)cc1,Dioxane,36.0,357.0
Oc1ccc(N=Nc2nc(-c3ccc(Cl)cc3)cs2)c2cccnc12,DMSO,45.1,569.0
C1=C(c2ccc(-c3cccs3)s2)CCC(c2ccccc2)C1,Hexane,31.0,347.0
COc1cc2[nH]c3ccsc3c2cc1OC,DMSO,45.1,259.0
Brc1ccc(-c2cn3ccc(C=Cc4cccs4)cc3n2)cc1,Toluene,33.9,393.0
CN(C)c1ccc(C#Cc2ccc(C=C(C#N)C(=O)O)s2)cc1,DCM,40.7,480.0
CN(C)c1ccc(C=Cc2c(F)c(F)c(C=Cc3ccc(N(C)C)cc3)c(F)c2F)cc1,DCM,40.7,408.0
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,Acetonitrile,45.6,468.0
CCn1c2ccccc2c2nc3ccc4c(=O)[nH][nH]c(=O)c4c3nc21,DMF,43.2,401.0
Cc1cc(C)c(B(c2ccc(B3N(C(C)(C)C)CCN3C(C)(C)C)s2)c2c(C)cc(C)cc2C)c(C)c1,Cyclohexane,30.9,331.0
COC(=O)c1c(C(=O)OC)c2ccc(C#Cc3ccc(F)cc3)nn2c1C(=O)OC,DMSO,45.1,467.0
COC(=O)CN1C(=O)c2cccc3c(N4CCOCC4)ccc(c23)C1=O,DMSO,45.1,399.0
COc1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,Acetonitrile,45.6,336.0
CC1c2cc(Br)ccc2-c2cc3c(C#Cc4ccccc4)c4ccccc4c(C#Cc4ccccc4)c3cc21,DCM,40.7,481.0
CCOCCCn1c(Nc2ccc([N+](=O)[O-])cc2)nc2cc3c(C)c(C(N)=O)c(=O)oc3cc21,Ethanol,51.9,382.0
Nc1c(N=Nc2ccccc2Cl)c(=O)[nH]c2nc3ccccc3n12,Chloroform,39.1,425.0
CC1(C)c2cc(-c3cccc4c3sc3ccccc34)ccc2N2CC(=O)NC21C,THF,37.4,333.0
Cc1cc2nc(N=Nc3c(C)n(C)c4ccccc34)sc2cc1C,Chloroform,39.1,517.0
Cc1c(C(=O)C=Cc2ccco2)nnn1-c1ccnc2cc(Cl)ccc12,Methanol,55.4,234.0
CC1=C(c2ccc(CN[C@@H]3C[C@H]3NCc3ccc(C4=CCC4C)s3)s2)CC1,Ethanol,51.9,310.0
Nc1nc2c(nc(-c3ccco3)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,EthylAcetate,38.1,294.0
CC(=O)c1ccc(N=NC=C2N(C)c3ccccc3C2(C)C)cc1,THF,37.4,461.0
CN(C)c1ccc(C=Cc2ccn3cc(-c4ccccc4-c4ccc(Br)cc4)nc3c2)cc1,Toluene,33.9,415.0
Fc1ccc(-n2c(N=Nc3ccc4ncsc4c3)ccc2-c2cccs2)cc1,DMSO,45.1,468.0
COc1ccc(-c2cc3c(=O)[nH]c(-c4ccc(Cl)cc4)cn3n2)cc1,THF,37.4,334.0
O=C(O)Cc1ccccc1F,DMSO,45.1,357.0
CCCCn1c2cc(C=C(C#N)C(=O)O)sc2c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,Chloroform,39.1,610.0
Cc1ccc(C=CC(=O)c2nnn(-c3ccnc4cc(Cl)ccc34)c2C)cc1,Methanol,55.4,234.0
CCOC(=O)C1=C(c2ccccc2)NC(=O)C1=Cc1ccc(-c2cccs2)s1,Other,,710.0
CCN(CC)c1ccc(-c2nc3ccc(-n4nc5ccc6ccccc6c5n4)cc3[nH]2)c(O)c1,DMSO,45.1,385.0
O=[N+]([O-])c1cccc(C=NNC(=Cc2ccc3ccccc3n2)c2ccccc2)c1,Ethanol,51.9,425.0
CO[Si](CCCSC(=O)c1cccnc1C(=O)SCCC[Si](OC)(OC)OC)(OC)OC,Chloroform,39.1,284.0
CCOC(=O)c1cc2cc3cc(OC)ccc3nc2[nH]c1=O,Acetone,42.2,382.0
CCCOc1ccc(C=CC(=C=O)CC(C=Cc2ccc(OCCC)c(OC)c2)OCCC)cc1OC,DMSO,45.1,506.0
O=CNC1=CC(=O)C(=O)c2ccccc21,Ethanol,51.9,274.0
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,Dioxane,36.0,402.0
CCN(CC)c1ccc(C=Cc2ccc(C=Cc3ccccc3)cc2)cc1,Benzene,34.3,411.0
CC(C)(C)c1ccc(Cn2nc(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1,DCM,40.7,271.0
CCCN1c2ccccc2Sc2cc(C=Cc3cc(=O)oc4c(O)c(O)ccc34)ccc21,Chloroform,39.1,427.0
CC(=O)c1ccc(N=Nc2ccc(O)c3ncccc23)cc1,DMSO,45.1,417.0
N#Cc1ccccc1-c1c(C#N)c(N)nc(N)c1C#N,THF,37.4,493.0
O=S(=O)(c1cccc(N2N=C(c3cccs3)CC2c2ccccc2)c1)c1cccc(N2N=C(c3cccs3)CC2c2ccccc2)c1,DCM,40.7,370.0
Cc1c(O)ccc(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1O,Acetone,42.2,418.0
O=C1C(=CC=CC=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)C(=O)c2cscc21,DCM,40.7,613.0
C(#Cc1cccs1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,DCM,40.7,332.0
Cc1cc(C)c(B(c2ccc(C#Cc3cc4ccccc4n3C)cc2)c2c(C)cc(C)cc2C)c(C)c1,Cyclohexane,30.9,370.0
O=[N+]([O-])c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,DCM,40.7,412.0
O=C(NCC12CC3CC(C1)CC(CNC(=O)Nc1c4ccccc4cc4ccccc14)(C3)C2)Nc1c2ccccc2cc2ccccc12,DMSO,45.1,412.0
COC(=O)c1c(C(=O)OC)c2cccnn2c1C(=O)c1ccc(F)cc1,Cyclohexane,30.9,446.0
Oc1ccc2ccccc2c1C=NN=Cc1ccc2ccc3cccc4ccc1c2c34,Acetonitrile,45.6,416.0
Oc1ccccc1-c1nc2c(o1)c(-c1nc3ccccc3s1)cc1ccccc12,DMF,43.2,330.0
COc1cc(C=Cc2ccc([N+](=O)[O-])cc2)ccc1OCCO,Methanol,55.4,397.0
c1ccc(-c2nc3ccccc3s2)nc1,Methanol,55.4,300.0
CC1c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2cc3nc4c5cccc6ccc7cccc(c4nc3cc21)c7c65,DMSO,45.1,429.0
Oc1ccc(N=Nn2ccnn2)c2cccnc12,Methanol,55.4,487.0
N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,Cyclohexane,30.9,403.0
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccccc2[N+](=O)[O-])s1,DMSO,45.1,505.0
Cc1c(-c2nnc(-c3cccs3)o2)sc2sc(-c3nnc(-c4cccs4)o3)c(C)c12,Ethanol,51.9,355.0
Fc1ccc(-c2cc3cc(-c4nnc(-c5ccccc5)o4)ccn3n2)cc1,Cyclohexane,30.9,383.0
Cc1ccc(C(=Cc2ccc3ccccc3n2)NN=Cc2ccc([N+](=O)[O-])cc2)cc1,Ethanol,51.9,438.0
O=c1[nH][nH]c(=O)c2cc3nc(-c4ccccc4)c(-c4ccccc4)nc3cc12,DMF,43.2,364.0
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3ccc(OC)cc3)nn2c1C(=O)OC,Methanol,55.4,466.0
Nc1ccc(C=C2Oc3ccccc3C2=O)cc1,Methanol,55.4,442.0
CC(=O)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,Cyclohexane,30.9,350.0
CCN1CCN(CC)c2cc3oc(=O)c(-c4nc5ccccc5s4)cc3cc21,Methanol,55.4,501.0
N#Cc1c2c3c(oc(=O)c2c(=N)n2[nH]c(-c4ccc(F)cc4)cc12)-c1ccccc1SC3,DMF,43.2,441.0
CCC1=C(C)C(=O)NC1=Cc1[nH]c(C(C)(C)c2[nH]c(C=C3NC(=O)C(C)=C3CC)c(C)c2C(=O)OC)c(CC(=O)OC)c1C,Benzene,34.3,435.0
C=CCCc1c2ccccc2cc2ccccc12,Acetonitrile,45.6,370.0
Fc1ccc(C=Cc2ccc3c4c(ccc3c2)OC(c2ccccc2)(c2ccccc2)C4=C=C(c2ccccc2)c2ccccc2)cc1,THF,37.4,460.0
CC1C(=O)c2cccc3cc(N=Cc4ccc(-c5ccc(C=Nc6cc7c8c(cccc8c6)C(=O)CC7=O)s5)s4)cc(c23)C1=O,Chloroform,39.1,429.0
CN1C(=O)c2cccc3cc(N=Cc4ccc(-c5cccs5)s4)cc(c23)C1=O,Chloroform,39.1,387.0
CCOC(=O)c1cc(C(N)=O)n2ncccc12,Ethanol,51.9,437.0
Oc1ccccc1-c1nc2c(ccc3c4ccccc4ccc32)[nH]1,DMSO,45.1,368.0
O=C1C(=Cc2cc3c4c(c2)CCCN4CCC3)Oc2ccccc21,Methanol,55.4,503.0
Cc1ccn2c3c(c(C(=O)c4ccccc4C(=O)O)c2c1)C(=O)c1ccccc1C3=O,DMF,43.2,504.0
CCOC(=O)c1cc(C(=O)c2ccc(C)cc2)n2ncccc12,Cyclohexane,30.9,437.0
Oc1c2cccc1Cc1cccc(c1O)Cc1cccc(c1O)Cc1cccc(c1O)C2,DMF,43.2,491.0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccncn5)s4)cc3)cc2)cc1,Acetonitrile,45.6,385.0
COc1cc2c(OC)c(OC)c3cc(OC)cc4c(OC)c(OC)c(c1)c2c34,DMF,43.2,399.0
CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,DMSO,45.1,348.0
Clc1ccc(-c2cc(-c3nnc(COc4ccc(Cl)cc4Cl)o3)n(Cc3ccc(Cl)nc3)n2)cc1,DCM,40.7,261.0
O=[N+]([O-])c1ccc(-c2cnc3cc(O)c(-c4nc5cc([N+](=O)[O-])ccc5[nH]4)cc3c2)cc1,DMF,43.2,331.0
CCOC(=O)c1cc2cc(C(=O)c3ccccc3)cn2cc1-c1cccs1,DCM,40.7,280.0
CCN(CCO)c1ccc(N=Nc2nc(-c3ccc(Cl)cc3Cl)cs2)cc1,DMF,43.2,550.0
CCOC(=O)C(C#N)=C1c2ccccc2-c2c1sc(N)c2C#N,Acetone,42.2,599.0
Oc1c(Cl)cc(Cl)cc1C=Nc1nc2ccccc2s1,Methanol,55.4,270.0
COC(=O)c1c(C(=O)OC)c2cccnn2c1C(=O)c1ccc(C)cc1,Cyclohexane,30.9,451.0
COc1ccc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc1,Chloroform,39.1,361.0
O=c1nc2c(-c3ccccc3)c(-c3ccccc3)nc-2c1=O,Toluene,33.9,533.0
O=C1C(=CC=C2C=C(c3ccccc3)SC(c3ccccc3)=C2)C(=O)c2ccccc21,DCM,40.7,556.0
Clc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,Dioxane,36.0,398.0
OC1(c2ccc(-c3cccs3)s2)CCC(c2ccccc2)CC1,Ethanol,51.9,314.0
NCc1ccccc1-c1ccccc1-c1nc2ccccc2s1,Methanol,55.4,378.0
CCCOc1cc2c(cc1C=C(c1ccccc1)c1ccccc1)c1cc(C=C(c3ccccc3)c3ccccc3)ccc1n2CCC,THF,37.4,474.0
CC(C)(C)C1CCC(=CSC=Cc2ccc(C=CSC=C3CCC(C(C)(C)C)CC3)cc2)CC1,DCM,40.7,351.0
O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=CC=c1c2cccc3cccc(c32)n1Cc1ccccc1,Toluene,33.9,772.0
O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3ccccc3)c(-c3ccccc3)nc21,Hexane,31.0,262.0
c1ccc2ocnc2c1,DMF,43.2,390.0
Cc1cccc(Nc2ccccc2C(=O)O)c1C,DMF,43.2,545.0
O=c1oc2ccccc2cc1-c1csc(N=Nc2ccc(Nc3ccccc3)cc2)n1,DMSO,45.1,512.0
COc1ccccc1OCc1nnc(-c2cc(-c3ccc(Cl)cc3)nn2Cc2ccc(C(C)(C)C)cc2)o1,DCM,40.7,262.0
CN(C)c1ccc(C=Cc2ccn3cc(-c4ccccc4-c4ccc(Cl)cc4)nc3c2)cc1,Toluene,33.9,430.0
Cc1ccc(-c2nnc(-c3ccn4c(C)nc(Cl)c4c3)o2)cc1,DCM,40.7,294.0
Nc1nn2c(-c3ccccc3)ccnc2c1N=Nc1ccccc1,Cyclohexane,30.9,430.0
O=C(O)c1cc([N+](=O)[O-])c(N=Nc2ccc(O)c3ccccc23)c([N+](=O)[O-])c1,EthylAcetate,38.1,440.0
C#Cc1nc(C=Cc2ccc(N(C)C)cc2)cc(C=Cc2ccc(N(C)C)cc2)n1,DCM,40.7,440.0
COc1ccc(-c2ccc3c(c2)C(C)(C)C2(C)NC(=O)CN32)cc1,THF,37.4,274.0
CO[Si](CCCSC(=O)c1ccc(-c2ccccc2)cc1)(OC)OC,Chloroform,39.1,290.0
COC(=O)c1ccc2nc3c4ccccc4c4ccccc4c3nc2c1C(=O)OC,DMF,43.2,404.0
Cc1ccc(-c2nc3ccc4c(c3nc2-c2ccc(C)cc2)C(=O)c2ccccc2C4=O)cc1,Hexane,31.0,266.0
Cc1ccc2cc3ccccc3nc2n1,Acetone,42.2,368.0
N#Cc1c(N)nc(N)c(C#N)c1-c1cccc([N+](=O)[O-])c1,THF,37.4,337.0
COC(=O)c1c(C(=O)OC)c2cc(C)ccn2c1-c1nc(C#N)c(C#N)nc1-c1ccccc1,THF,37.4,452.0
Cc1ccc2c(-c3cc(-c4cc5c(ccc6ccccc65)oc4=O)nc(-c4cc5c(ccc6ccccc65)oc4=O)c3)cc(=O)oc2c1,Other,,385.0
CCOC(=O)c1cc2cc3cc(OC)ccc3nc2nc1C,Acetone,42.2,370.0
CCOC(=O)C1=C(c2ccccc2)NC(=O)C1=Cc1cccs1,Other,,544.0
CC(C)(C)c1cc2ccc3ccc(-c4ccc5ccc6cccc7ccc4c5c67)c4ccc(c1)c2c34,DMF,43.2,350.0
O=C1NNC(O)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c21,DMF,43.2,367.0
c1ccc2nc3nc4c(cc3cc2c1)CCC4,DMF,43.2,360.0
