canonical_smi,solvent_grouped,et30,lambda_max_exp_nm
Cn1c2ccccc2c2cc(C=C(C#N)c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)s3)ccc21,Chloroform,39.1,504.0
CN(C)c1ccc(C#Cc2ccc(-c3c(F)c(F)c(-c4ccc(C#Cc5ccc(N(C)C)cc5)cc4)c(F)c3F)cc2)cc1,DCM,40.7,363.0
CCOC(=O)c1cc(C(=O)c2ccc(Cl)cc2)n2ncccc12,Ethanol,51.9,436.0
F[B-]1(F)Oc2ccc3ccccc3c2-c2c3c(c4c([n+]21)CCc1ccccc1-4)CCc1ccccc1-3,DCM,40.7,346.0
O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,Other,,406.0
CCOC(=O)c1c(N)sc(N=Nc2ccc([N+](=O)[O-])cc2)c1-c1ccccc1,Methanol,55.4,529.0
O=C1c2ccccc2C(=O)c2c(-c3ccccc3)ccc(-c3ccccc3)c21,Chloroform,39.1,265.0
N#CC(=Cc1ccc(-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)s2)cc1)C(=O)O,THF,37.4,516.2
c1ccc(-n2c3ccccc3c3cc(-c4nc(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)c5ccccc5n4)ccc32)cc1,DCM,40.7,344.0
COc1cc(C(C#N)=Cc2ccc(-c3nnc(C)o3)cc2)c(OC)cc1C(C#N)=Cc1ccc(-c2nnc(C)o2)cc1,DCM,40.7,446.0
CCc1nccnc1C(=O)C=Cc1ccc(Cl)cc1,Ethanol,51.9,315.0
[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,Hexane,31.0,417.0
CC(=O)OCCN(CCC#N)c1ccc(N=Nc2nc(-c3ccc(Cl)cc3Cl)cs2)cc1,DMF,43.2,540.0
CCn1c2ccccc2c2cc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccc(F)cc3)ccc21,DMSO,45.1,304.0
CC(=O)c1cc2cc3ccccc3nc2nc1C,Acetone,42.2,372.0
CC(C)(C)C1=CC(=CC=Cc2cnccn2)C=C(C(C)(C)C)O1,DCM,40.7,427.0
Cc1cc(C)c(B(c2cccs2)c2c(C)cc(C)cc2C)c(C)c1,Cyclohexane,30.9,323.0
CCn1c2ccccc2c2cc(C=CC3=[O+][B-](F)(F)Oc4c3c(=O)oc3ccccc43)ccc21,Acetonitrile,45.6,462.0
CCC1=C(C)C(=O)NC1=Cc1[nH]c(C(C)(C)c2[nH]c(C=C3NC(=O)C(C)=C3CC)c(C)c2CCC(=O)O)c(CCC(=O)O)c1C,Benzene,34.3,439.0
COC(=O)c1c(C(=O)OC)c2cccnn2c1C(=O)OC,Cyclohexane,30.9,431.0
CC(C)NC(=O)c1ccc(N(C)C)cc1,Acetonitrile,45.6,300.0
CCN(CCO)c1ccc(C(C#N)=C(C#N)C#N)cc1,Cyclohexane,30.9,601.0
CN(C)c1ccc(-c2nc(-c3ccc(-c4ccc(C#N)cc4)cc3)[nH]c2-c2ccc(N(C)C)cc2)cc1,DCM,40.7,391.0
CCCCOc1cc(C)c(C=Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1C,Methanol,55.4,423.0
CO[Si](CCCSC(=O)c1ccccc1)(OC)OC,Chloroform,39.1,272.0
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2cccc(Cl)c2)s1,DMSO,45.1,486.0
Brc1c2ccccc2c(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c2ccccc12,Methanol,55.4,400.0
COc1ccc(C=Cc2ccncc2)cc1C=NCCN(C)C,DMSO,45.1,321.0
COc1ccc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc1OC,Chloroform,39.1,375.0
CNc1ccc(O)cc1,Water,63.1,388.0
N#Cc1ccc(N=Nc2ccc(O)c3ncccc23)cc1,DMSO,45.1,425.0
Cc1ccc(N(c2ccc(C)cc2)c2ccc3ccc4cccc5ccc2c3c45)cc1,DCM,40.7,412.0
c1cc2c3c(cccc3c1)CC2,Cyclohexane,30.9,292.0
CCOC(=O)c1cc(C(=O)OC)c2ccc(-c3ccc(Br)cc3)nn12,Acetonitrile,45.6,356.0
CN(C)c1cccc2c(S(=O)(=O)NCCN)cccc12,DMF,43.2,339.0
Cc1cc(C)c(B(c2ccc(B3N(C(C)(C)C)C=CN3C(C)(C)C)s2)c2c(C)cc(C)cc2C)c(C)c1,Cyclohexane,30.9,331.0
Cc1cc(C)n(-c2ccccn2)n1,Acetonitrile,45.6,382.0
C#Cc1ccc(N(c2ccc(C#Cc3ccc(OC)nn3)cc2)c2ccc(C#Cc3ccc(OC)nn3)cc2)cc1,DCM,40.7,367.0
Cc1c(C(=O)C=Cc2ccc(OCCCN3CCN(c4ncccn4)CC3)cc2)nnn1-c1ccnc2cc(Cl)ccc12,Methanol,55.4,237.0
NC1=C(Cl)C(=O)C(NCc2ccccc2)=C(Cl)C1=O,Chloroform,39.1,545.0
COc1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,Cyclohexane,30.9,402.0
CCN(CC)c1ccc(C=C(C#N)c2ccc(C=CC(=O)O)s2)cc1,DMF,43.2,470.0
COc1ccc(C#Cc2ccc(C#Cc3ccc(OC)c(OC)c3)c3nsnc23)cc1OC,DCM,40.7,445.0
CC(=O)c1ccc(-c2scc3c2OCCO3)cc1,DCM,40.7,335.0
N#Cc1c(N)sc2c1-c1ccccc1C2=Nc1ccccc1,Acetone,42.2,445.0
CCN(CC)Cc1ccc2cccc(O)c2n1,Methanol,55.4,438.0
Cc1ccc(-c2nc3cc4c(cc3[nH]2)-c2ccccc2C4C)cc1,DMSO,45.1,357.0
C(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2nc3ccccc3s2)cc1,Methanol,55.4,371.0
N#CC(C#N)=C(C=Cc1cccnc1)c1ccc(N)cc1,Methanol,55.4,443.0
[2H]CC1=C(n2ccc(=O)[nH]c2=O)O[C@H](CO[Si](C)(C)C(C)(C)C)[C@H]1O[Si](C)(C)C(C)(C)C,Methanol,55.4,255.0
CONc1c([N+](=O)[O-])cc(C(=O)OCC(=O)c2ccc3ccc4cccc5ccc2c3c45)cc1[N+](=O)[O-],Methanol,55.4,394.0
CC1c2ccccc2-c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(C#C[Si](C)(C)C)c3cc21,DCM,40.7,456.0
CN(C)c1ccc(C#Cc2ccc(C=C(C#N)C(=O)O)cc2)cc1,DCM,40.7,432.0
FC(F)(F)c1ccc(C=Cc2ccc3c4c(ccc3c2)OC(c2ccccc2)(c2ccccc2)C4=C=C(c2ccccc2)c2ccccc2)cc1,THF,37.4,458.0
O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=C1N(c2ccccc2)c2ccccc2N1c1ccccc1,Toluene,33.9,724.0
CN1c2ccccc2Sc2ccc(C=Nc3ccc4c(c3)Cc3ccccc3-4)cc21,DCM,40.7,285.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccccc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccccc5)cc4)oc3cc12,DCM,40.7,445.0
Cc1cc(=O)oc2cc(N)ccc12,DCM,40.7,336.0
Cn1c(-c2ccccc2)c(N=Nc2nc3ccccc3s2)c2ccccc21,Chloroform,39.1,527.0
O=C1NC(c2ccccc2)=C2C(=O)OC(c3ccc([N+](=O)[O-])cc3)=C12,DMSO,45.1,511.0
Cc1c(C(=O)C=Cc2ccc(C(F)(F)F)cc2)nnn1-c1ccnc2cc(Cl)ccc12,Methanol,55.4,236.0
C(#Cc1ccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccccc1,DCM,40.7,349.0
CCN(CC)c1ccc2cc(C=C(C#N)c3nc4ccccc4o3)c(=O)oc2c1,Toluene,33.9,529.0
CCOc1ccc(N(c2ccc(C=Cc3ccnc(-n4ccnc4)n3)cc2)c2ccc(OCC)cc2)cc1,DMF,43.2,424.0
CCOC(=O)C(Cc1ccccc1)NC(=O)[C@@H]1CSCCN1S(=O)(=O)c1ccc(C)cc1,Acetonitrile,45.6,478.0
CC(C)(C)c1cc(C=NN=Cc2ccc3ccc4cccc5ccc2c3c45)c(O)c(C(C)(C)C)c1,Acetonitrile,45.6,391.0
Cn1c2cc(-c3ccc(-c4ccc5c6nc7ccccc7nc6n(C)c5c4)s3)ccc2c2nc3ccccc3nc21,Chloroform,39.1,440.0
C(=Cc1cccnn1)C=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,DCM,40.7,427.0
c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,DCM,40.7,475.0
Cc1cc2nc(N=Nc3c(C)[nH]c4ccccc34)sc2cc1C,Chloroform,39.1,513.0
COc1ccc2c(c1O)C(=O)OC2,DMF,43.2,456.0
COC(=O)c1ccc(OCc2nnc(-c3ccn4c(C)nc(Cl)c4c3)o2)cc1,Acetonitrile,45.6,386.0
CC1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2cc3nc4c5ccccc5c5ccccc5c4nc3cc21,DMSO,45.1,438.0
Oc1ccccc1-c1sc(-c2cccs2)nc1O,Dioxane,36.0,378.0
CCOC(=O)C1=C(c2ccc(-c3ccccc3)cc2)NC(=O)C1=Cc1cccc2ccccc12,DMSO,45.1,427.0
COC(=O)[C@H](CC(C)C)NC(=CC(=C1C(=O)N(S(=O)(=O)c2ccc(C)cc2)c2ccccc21)c1ccccc1)c1ccc(C(C)(C)C)cc1,DCM,40.7,446.0
Cc1ccc(OCc2nnc(-c3ccn4c(C)nc(Cl)c4c3)o2)cc1,Acetonitrile,45.6,361.0
O=C1OC(c2ccccc2)=NC1=Cc1ccc([N+](=O)[O-])cc1,THF,37.4,379.0
Cc1c(C(=O)C=Cc2ccc(OCCCN3CCN(C)CC3)cc2)nnn1-c1ccnc2cc(Cl)ccc12,Methanol,55.4,236.0
CN1C=CC(=CN=Nc2ccc(C=C(C#N)C#N)cc2)c2ccccc21,DMF,43.2,550.0
COC(=O)[C@@H]1CCCN1C(=CC(=C1C(=O)N(S(=O)(=O)c2ccc(C)cc2)c2ccccc21)c1ccccc1)c1ccc(C(C)(C)C)cc1,DCM,40.7,482.0
COc1ccc(-c2cc3c(=O)[nH]c(-c4ccccc4)cn3n2)cc1,THF,37.4,327.0
CCN(CC)c1ccc2cc(C=CC3=[O+][B-](F)(F)Oc4c3c(=O)oc3ccccc43)c(=O)oc2c1,Methanol,55.4,623.0
O=[N+]([O-])c1ccc2nc(N=Nc3ccc(Cl)cc3)sc2c1,Methanol,55.4,355.0
CN(C)c1ccc(C=C2N=C(c3ccccc3)OC2=O)cc1,THF,37.4,465.0
CCN1CCN(CC)c2cc3oc(=O)c(C(=O)C=Cc4ccccc4)cc3cc21,Hexane,31.0,514.0
Clc1ccccc1-n1cccc1,Chloroform,39.1,310.0
Cc1nn2c(N=Nc3cccc([N+](=O)[O-])c3)c(-c3ccccc3)[nH]c2c1N=Nc1ccccc1,Dioxane,36.0,542.0
N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,Cyclohexane,30.9,419.0
CCN(CC)Cc1ccc2c(Cl)ccc(OC)c2n1,Methanol,55.4,445.0
O=c1oc2ccccc2cc1-c1csc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)n1,DMSO,45.1,500.0
CC(C)(C)c1ccc(-c2sc(-c3ccc(C(C)(C)C)cc3)c3[nH]c(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)cc4)nc23)cc1,THF,37.4,392.0
COc1ccc(OCc2nnc(-c3ccn4c(C)nc(Cl)c4c3)o2)cc1,Acetonitrile,45.6,375.0
CCOC(=O)c1cc(C(=O)OC)c2c3ccccc3cnn12,Cyclohexane,30.9,446.0
COc1ccc(Nc2nc(Nc3ccc(N)cc3)nc(Nc3ccc(OC)cc3)n2)cc1,DCM,40.7,283.0
O=C(C=Cc1ccccc1)c1ccccc1,Acetonitrile,45.6,491.0
C(=C(c1ccccc1)c1ccccc1)=C1c2c(ccc3cc(C=Cc4ccccc4)ccc23)OC1(c1ccccc1)c1ccccc1,THF,37.4,464.0
O=C(NN=Cc1ccccc1O)c1cc2ccccc2cc1O,Methanol,55.4,237.0
Clc1ccc(-c2cc(-c3nnc(-c4ccccc4)o3)n(Cc3ccc(Cl)nc3)n2)cc1,DCM,40.7,275.0
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3ccc4ccccc4c3)nn2c1C(=O)OC,Methanol,55.4,460.0
CCn1c2ccc(-c3cccnc3OC)cc2c2cc(-c3cccnc3OC)ccc21,THF,37.4,302.0
CC(=O)CCc1ccc2c(N=Nc3c([N+](=O)[O-])cc(C(=O)O)cc3[N+](=O)[O-])c(O)ccc2c1,EthylAcetate,38.1,470.0
CN1c2ccc(Cl)cc2C(C)(C)C12C=Cc1c(c(-c3nc(-c4ccccc4)c(-c4ccccc4)o3)cc3ccccc13)O2,Toluene,33.9,306.0
CS(C)=O,Dioxane,36.0,476.0
CCCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3nc2c2cc3ccccc3cc12.[Cl-],Water,63.1,642.0
CC[NH+]=c1cc2oc3cc(NCCCC(=O)OCC)c4cc5ccccc5cc4c3nc-2cc1C.[Cl-],Ethanol,51.9,647.0
CC[NH+]=c1cc2oc3cc(NCCCO)c4cc5ccccc5cc4c3nc-2cc1C.[Cl-],Water,63.1,640.0
CC[NH+]=c1cc2oc3cc(NCCCCl)c4cc5ccccc5cc4c3nc-2cc1C.[Cl-],Ethanol,51.9,645.0
COc1cc(C=Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,Water,63.1,328.0
N#CC1=COC2=C(CCCC2)C1,Ethanol,51.9,383.0
CC(C)[NH-],Methanol,55.4,374.0
C1COCCO1,Ethanol,51.9,460.0
COC(=O)c1ccc(-c2cc(-c3ccc(C(=O)OC)cc3)c3ccc4c(-c5ccc(C(=O)OC)cc5)cc(-c5ccc(C(=O)OC)cc5)c5ccc2c3c54)cc1,Dioxane,36.0,398.0
C=C1C(O)C2OC3(CCC2OC1C(O)CC(C)C1CC2(CCCOC2)COC1C)CCC(C)(C=CC(C)C1CC(C)=CC2(O1)OC(C)(CC(C)(O)C(=O)O)CCC2O)O3.[K],Water,63.1,281.0
CCCO,Water,63.1,430.0
ClC(Cl)(Cl)Cl,Acetonitrile,45.6,402.0
[Zn+2],DMF,43.2,673.0
[NH2-],Benzene,34.3,400.4
c1ccccc1,DMSO,45.1,652.0
CC1CCCCC1,Ethanol,51.9,284.3
CCOCC,Methanol,55.4,458.0
NPOP,Toluene,33.9,707.0
NPOPOP,Toluene,33.9,708.0
CC1(C)C2=C(C=C(C#N)C#N)CCCN2c2ccccc21,Hexane,31.0,449.0
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,Ethanol,51.9,538.0
CC1(C)C2=C(C=CC=CC=C(C#N)C#N)CCCN2c2ccccc21,Hexane,31.0,636.0
CCN1C(=O)C(=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,Ethanol,51.9,508.0
CCN1C(=O)C(=CC=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,Ethanol,51.9,599.0
CCN1C(=O)C(=CC=CC=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,Ethanol,51.9,702.0
NCCO,Ethanol,51.9,592.0
[Cd],Toluene,33.9,713.0
CCC1=C(C)c2nc1cc1[nH]c(cc3nc(cc4[nH]c(c(C)c4CC)c2-c2cc(OC)cc(OC)c2)C(C)=C3CCC(=O)OC)c(CCC(=O)OC)c1C,Other,,823.0
COc1ccc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc1,THF,37.4,419.0
COC(=O)[C@H](CCCCN)NC(C)=O.Cl,Acetonitrile,45.6,348.0
COC(=O)[C@H](CO)NC(=O)OC(C)(C)C,DMF,43.2,350.0
[OH-],Ethanol,51.9,515.0
CC(C)C(=O)[O-],Ethanol,51.9,628.0
[Cl-],Ethanol,51.9,634.0
CC(=O)[O-],Ethanol,51.9,634.0
O=C([O-])c1ccccc1,Ethanol,51.9,634.0
CCN(CC)c1ccc(N=Nc2ncc(C=Cc3sc4ccccc4[n+]3CC)s2)cc1.[I-],Methanol,55.4,690.0
CCCCCC[n+]1c(C=Cc2cnc(N=Nc3ccc(N(CC)CC)cc3)s2)sc2ccccc21.[I-],Methanol,55.4,693.0
CCN(CC)c1ccc(N=Nc2ncc(C=Cc3sc4ccc(I)cc4[n+]3CC)s2)cc1.[I-],Methanol,55.4,708.0
CCN(CC)c1ccc(N=Nc2ncc(C=Cc3sc4cc(I)ccc4[n+]3CC)s2)cc1.[I-],Methanol,55.4,711.0
CCN(CC)c1ccc(N=Nc2ncc(C=Cc3sc4ccccc4[n+]3CC)[se]2)cc1.[I-],Methanol,55.4,693.0
CCN(CC)c1ccc(N=Nc2ncc(C=CC3=[N+](CC)c4ccccc4C3(C)C)s2)cc1.[I-],Methanol,55.4,729.0
CCN(CC)c1ccc(N=Nc2ncc(C=Cc3ccc4ccccc4[n+]3CC)s2)cc1.[I-],Methanol,55.4,657.0
CCN(CC)c1ccc(N=Nc2ncc(C=Cc3cc[n+](CC)c4ccccc34)s2)cc1.[I-],Methanol,55.4,648.0
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C2(c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c3ccccc3-c3ccccc32)cc1,DCM,40.7,430.0
CC(C)(C)c1ccc2c(c1)C(c1ccc(-n3c4ccccc4c4ccccc43)cc1)(c1ccc(-n3c4ccccc4c4ccccc43)cc1)c1cc(C(C)(C)C)ccc1-2,DCM,40.7,436.0
COc1cc(C#Cc2cc(C#Cc3cc(OC)c(OC)c(OC)c3)nc(C#Cc3cc(OC)c(OC)c(OC)c3)n2)cc(OC)c1OC,Chloroform,39.1,368.0
N#CC1CC(C(N)=O)N2N=CC=CC12,Ethanol,51.9,442.0
CCCCC,Other,,556.0
CC1(C)CC(C=Cc2cc(-c3cccs3)c(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2cccs2)=CC(=C(C#N)C#N)C1,DMF,43.2,464.0
C#CCN(CC#C)CC#Cc1nn([C@H]2C[C@H](O)[C@@H](COC(c3ccccc3)(c3ccc(OC)cc3)c3ccc(OC)cc3)O2)c2nc(NC(=O)C(C)C)[nH]c(=O)c12,Methanol,55.4,274.0
CC1c2cc(-c3nc4cc(C=Cc5ccc(N(c6ccc(C=Cc7ccc8nc(-c9ccc%10c(c9)C(C)(C)c9cc(N(c%11ccccc%11)c%11ccccc%11)ccc9-%10)c(-c9ccc%10c(c9)C(C)(C)c9cc(N(c%11ccccc%11)c%11ccccc%11)ccc9-%10)nc8c7)cc6)c6ccc(C=Cc7ccc8nc(-c9ccc%10c(c9)C(C)(C)c9cc(N(c%11ccccc%11)c%11ccccc%11)ccc9-%10)c(-c9ccc%10c(c9)C(C)(C)c9cc(N(c%11ccccc%11)c%11ccccc%11)ccc9-%10)nc8c7)cc6)cc5)ccc4nc3-c3ccc4c(c3)C(C)(C)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,THF,37.4,571.0
c1conn1,Chloroform,39.1,294.0
CCCC[n+]1ccc(-c2ccc(-c3ccc4c(c3)[nH]c3cc(N(c5ccccc5)c5ccccc5)ccc34)s2)cc1.[I-],Dioxane,36.0,470.0
C(#Cc1ccc(-c2ccccc2)nn1)c1ccc(N(c2ccc(C#Cc3ccc(-c4ccccc4)nn3)cc2)c2ccc(C#Cc3ccc(-c4ccccc4)nn3)cc2)cc1,DCM,40.7,394.0
CN(C)c1ccc(C=Cc2cc(C=Cc3ccc(N(C)C)cc3)nc(C#Cc3ccc(N(c4ccc(C#Cc5nc(C=Cc6ccc(N(C)C)cc6)cc(C=Cc6ccc(N(C)C)cc6)n5)cc4)c4ccc(C#Cc5nc(C=Cc6ccc(N(C)C)cc6)cc(C=Cc6ccc(N(C)C)cc6)n5)cc4)cc3)n2)cc1,DCM,40.7,408.0
COc1ccc(C=Cc2cc(C=Cc3ccc(OC)cc3)nc(C#Cc3ccc(N(c4ccc(C#Cc5nc(C=Cc6ccc(OC)cc6)cc(C=Cc6ccc(OC)cc6)n5)cc4)c4ccc(C#Cc5nc(C=Cc6ccc(OC)cc6)cc(C=Cc6ccc(OC)cc6)n5)cc4)cc3)n2)cc1,DCM,40.7,376.0
CCC1(CC)c2cc(Cn3c(-c4ccccc4)nc(-c4ccccc4)c3-c3ccccc3)ccc2-c2ccc(Cn3c(-c4ccccc4)nc(-c4ccccc4)c3-c3ccccc3)cc21,Methanol,55.4,312.0
CCCn1c(C)ccc1-c1cc(-c2c(C)cccc2C(=O)[O-])cc(-c2ccc(C)n2CCC)c1,Other,,298.0
C[C@H](N)C(=O)O,DMSO,45.1,723.0
CCCCOc1cc(C=Cc2ccc(C=Cc3cc(OCC(C)CC)c(OCC(C)CC)c(OCC(C)CC)c3)c3nsnc23)cc(OCC(C)CC)c1OCC(C)CC,DCM,40.7,485.0
NCCCNc1cc2oc3cc(=[NH+]CCCCl)ccc-3nc2c2ccccc12.[Cl-],Water,63.1,613.0
CCCNc1cc2oc3cc(=[N+](CCCCl)CCCCl)ccc-3nc2c2cc(OCCCCl)ccc12.[Cl-],Water,63.1,630.0
CCCNc1cc2oc3cc(=[N+](CCCCl)CCCCl)ccc-3nc2c2ccccc12.[Cl-],Water,63.1,628.0
OC(C(F)(F)F)C(F)(F)F,Other,,823.0
C(#Cc1cc(C#Cc2ccc(C=C3C=C(c4ccccc4)OC(c4ccccc4)=C3)cc2)ncn1)c1ccc(C=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)cc1,DCM,40.7,614.0
C(#Cc1ccnc(C#Cc2ccc(C=C3C=C(c4ccccc4)OC(c4ccccc4)=C3)cc2)n1)c1ccc(C=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)cc1,DCM,40.7,557.0
N#CC(=Cc1cc2sc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2s1)C(=O)O,DMF,43.2,503.0
N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)s1)C(=O)O,DMF,43.2,457.0
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4cc5sc(C=C(C#N)C(=O)O)cc5s4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,DMF,43.2,481.0
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,DMF,43.2,477.0
CN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4c4cc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)ccc43)ccc21,DCM,40.7,455.0
CN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4c4cc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)ccc43)ccc21,DCM,40.7,464.0
Cn1c2ccccc2c2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc3sc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)s4)cc3c21,Chloroform,39.1,551.0
O=C1CN2c3ccccc3CC2N1,THF,37.4,287.0
O=C1CN2c3ccc(Br)cc3CC2N1,THF,37.4,298.0
COc1ccc2c(c1)N(c1cccc(N3C(=O)C(=C[Si](C(C)C)(C(C)C)C(C)C)Oc4ccc(OC)cc43)c1)C(=O)C(=C[Si](C(C)C)(C(C)C)C(C)C)O2,Cyclohexane,30.9,313.0
[O-][Cl+3]([O-])([O-])[O-],Acetone,42.2,602.0
COc1ccc(-c2ccc(N(c3ccc(-c4ccc(OC)cc4OC)cc3)c3ccc4c(c3)sc3cc(-c5ccc(C=C(C#N)C(=O)O)s5)sc34)cc2)c(OC)c1,THF,37.4,626.0
COc1ccc(-c2ccc(N(c3ccc(-c4ccc(OC)cc4OC)cc3)c3ccc4c(c3)sc3cc(C5(C=C(C#N)C(=O)O)CC=C(c6cccs6)S5)sc34)cc2)c(OC)c1,THF,37.4,646.0
COc1ccc(-c2ccc(N(c3ccc(-c4ccc(OC)cc4OC)cc3)c3ccc4c(c3)sc3cc(-c5cc6sc(C=C(C#N)C(=O)O)cc6s5)sc34)cc2)c(OC)c1,THF,37.4,621.0
COc1ccc(-c2ccc(N(c3ccc(-c4ccc(OC)cc4OC)cc3)c3ccc4c(c3)sc3cc(C=C(C#N)C(=O)O)sc34)cc2)c(OC)c1,THF,37.4,588.0
[Zn],THF,37.4,371.0
CC(C)(C)c1ccc(N(c2ccc(-c3nnc(-c4ccc(-c5ccc(C=C6SC(=S)N(CC(=O)O)C6=O)s5)s4)s3)cc2)c2ccc(C(C)(C)C)cc2)cc1,Chloroform,39.1,453.0
[Ni+2],DCM,40.7,590.0
N=NC=NN,DCM,40.7,491.0
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3.C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3.[Ni+2],Toluene,33.9,416.0
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3.C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3.C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3.[Ni+2],Toluene,33.9,416.0
c1cnccn1,THF,37.4,530.0
OC1CCCCC1,Acetonitrile,45.6,0.0
C[O-].[Na+],DCM,40.7,291.0
O=C(O)C(F)(F)F,DCM,40.7,358.0
Cc1cccc(N)c1.c1cc[nH]c1,DMSO,45.1,860.0
CCC1(CC)c2ccccc2-c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc(C=C(C#N)C(=O)O)s5)ccc3-4)cc21,DCM,40.7,492.0
CCC1(CC)c2ccccc2-c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)ccc3-4)cc21,DCM,40.7,513.0
CCCCn1c2ccc(C=CC(=O)O)cc2c2cc(C=CC3=CC(=C(C#N)C#N)C=C(C=Cc4ccc5c(c4)c4cc(C=CC(=O)O)ccc4n5CC(C)CC)O3)ccc21,DMF,43.2,457.0
